# Date,FullDiskIntensity,ROI_Intensity,OutsideROI_Intensity
2024-11-13 15:30:06.622000,44236906.82456411,4371951.946817174,39871960.22043681
2024-11-13 15:30:18.622000,44212229.52139836,4369731.424332181,39849491.723616794
2024-11-13 15:30:30.625000,44206775.7520809,4369207.300782374,39844541.39138199
2024-11-13 15:30:42.639000,44207986.315437846,4371226.842922283,39843785.84156644
2024-11-13 15:30:54.622000,44207346.34611481,4369992.095254085,39844351.31269459
2024-11-13 15:31:06.616000,44209297.75584963,4363799.673605706,39852542.03515875
2024-11-13 15:31:18.623000,44200600.59521738,4360587.4125970565,39847054.02564613
2024-11-13 15:31:30.626000,44203186.16872381,4361171.171419628,39849009.30367886
2024-11-13 15:31:42.623000,44207915.774668284,4359843.00828395,39855142.90934539
2024-11-13 15:31:54.622000,44218795.5694828,4361393.965092269,39864417.624164455
2024-11-13 15:32:06.622000,44226854.22030151,4357903.7833857555,39875893.033203386
2024-11-13 15:32:18.622000,44177379.44909433,4358012.842721648,39826505.01398414
2024-11-13 15:32:30.626000,44190851.65508533,4358465.133772318,39839425.64552309
2024-11-13 15:32:42.622000,44200298.815562405,4357672.024065201,39849643.51041407
2024-11-13 15:32:54.622000,44225858.78448117,4358219.117163417,39874547.10550864
2024-11-13 15:33:06.615000,44215584.104876295,4358729.297442868,39863857.729741804
2024-11-13 15:33:18.622000,44224379.108152375,4366952.140918999,39864519.5252185
2024-11-13 15:33:30.616000,44246763.293284446,4369391.351591361,39884334.87728162
2024-11-13 15:33:42.622000,44253029.00244416,4370994.453235153,39889108.82897418
2024-11-13 15:33:54.622000,44265165.28100823,4378403.171277313,39893882.59117267
2024-11-13 15:34:06.615000,44252219.65472153,4383864.872626034,39875490.426914886
2024-11-13 15:34:18.647000,44262197.81045627,4384647.3388084,39884825.73867023
2024-11-13 15:34:30.626000,44252682.976941794,4383175.74977015,39877338.200055234
2024-11-13 15:34:42.622000,44247917.54789303,4383820.321864377,39871858.22330285
2024-11-13 15:34:54.616000,44253194.64917809,4383267.581084864,39877859.39544703
2024-11-13 15:35:06.647000,44257330.16591704,4384532.542375569,39880294.55454674
2024-11-13 15:35:18.622000,44248627.614289634,4387643.978119049,39868901.82943393
2024-11-13 15:35:30.616000,44255563.66063291,4386268.145069547,39877062.3706386
2024-11-13 15:35:42.622000,44257294.13618158,4386889.911675755,39878176.59264428
2024-11-13 15:35:54.630000,44252418.395421654,4394368.838525545,39865537.18008251
2024-11-13 15:36:06.623000,44249819.014695324,4400530.476546374,39856750.648444496
2024-11-13 15:36:18.621000,44254733.54136876,4411324.095383737,39851339.70493535
2024-11-13 15:36:30.625000,44277639.137241036,4415176.984728628,39870283.478242286
2024-11-13 15:36:42.615000,44283328.43236789,4416654.916989827,39874486.562104315
2024-11-13 15:36:54.622000,44302917.58552588,4420429.752043324,39890137.47639005
2024-11-13 15:37:06.622000,44294052.5126276,4425258.240174739,39876301.19815719
2024-11-13 15:37:18.622000,44306392.502177864,4423343.442077312,39890727.66064682
2024-11-13 15:37:30.630000,44293059.67895621,4423094.000664648,39877624.976385735
2024-11-13 15:37:42.622000,44302537.20800597,4421510.783108171,39888943.241954684
