Time,Total,Area,Exposure,Meas_exposure
2024-11-13 15:09:03.677640,1147092919.2261684,1147092919.2261684,410781,2000,1924.3000000000002
2024-11-13 15:10:40.637810,1147451991.4907575,1147451991.4907575,410781,2000,1924.3000000000002
2024-11-13 15:12:17.631105,1147778730.8414621,1147778730.8414621,410781,2000,1924.3000000000002
2024-11-13 15:13:54.622400,1145477092.4134834,1145477092.4134834,410781,2000,1921.6000000000004
2024-11-13 15:15:31.614705,1149204587.6027322,1149204587.6027324,410781,2000,1924.3000000000002
2024-11-13 15:17:08.608000,1149922272.359471,1149922272.359471,410781,2000,1924.3000000000002
2024-11-13 15:18:45.599295,1148094287.5140593,1148094287.5140595,410781,2000,1921.6000000000004
2024-11-13 15:20:22.623590,1150989672.838098,1150989672.8380983,410781,2000,1924.3000000000002
2024-11-13 15:21:59.648895,1154923497.284217,1154923497.284217,410781,2000,1924.3000000000002
2024-11-13 15:23:36.640065,1156692738.8210673,1156692738.8210673,410781,2000,1918.9
2024-11-13 15:25:13.664235,1158308001.4523082,1158308001.4523082,410781,2000,1924.3000000000002
2024-11-13 15:26:50.657540,1159185524.2195735,1159185524.2195735,410781,2000,1924.3000000000002
2024-11-13 15:28:27.616835,1157463384.2653508,1157463384.2653508,410781,2000,1918.9
2024-11-13 15:30:04.609130,1158374275.6582515,1158374275.6582515,410781,2000,1924.3000000000002
2024-11-13 15:31:41.569425,1158588420.2171311,1158588420.2171311,410781,2000,1924.3000000000002
2024-11-13 15:33:18.528720,1158938606.2704434,1158938606.2704434,410781,2000,1924.3000000000002
2024-11-13 15:34:55.490025,1160576946.011013,1160576946.011013,410781,2000,1924.3000000000002
2024-11-13 15:41:56.384275,1164411722.226895,1164411722.226895,410781,2000,1924.3000000000002
2024-11-13 15:43:33.344445,1159388307.1607647,1159388307.1607647,410781,2000,1924.3000000000002
2024-11-13 15:45:10.305615,1159326635.8968658,1159326635.8968658,410781,2000,1924.3000000000002
2024-11-13 15:46:47.264910,1156311764.939478,1156311764.9394782,410781,2000,1924.3000000000002
2024-11-13 15:48:24.225215,1157802645.9435363,1157802645.9435363,410781,2000,1924.3000000000002
2024-11-13 15:50:01.186510,1158217351.9945517,1158217351.9945517,410781,2000,1924.3000000000002
2024-11-13 15:51:38.177805,1157837948.0899792,1157837948.0899792,410781,2000,1924.3000000000002
2024-11-13 15:53:15.138100,1158124395.107123,1158124395.107123,410781,2000,1924.3000000000002
2024-11-13 15:54:52.994050,1158004227.9414048,1158004227.9414048,410781,2000,1924.3000000000002
2024-11-13 15:56:29.905750,1156926212.047372,1156926212.047372,410781,2000,1924.3000000000002
2024-11-13 15:58:06.508700,1158222002.2760112,1158222002.2760115,410781,2000,1924.3000000000002
2024-11-13 15:59:43.121650,1158786627.8126807,1158786627.812681,410781,2000,1924.3000000000002
2024-11-13 16:07:47.908410,1159644052.5854688,1159644052.5854688,410781,2000,1924.3000000000002
2024-11-13 16:09:24.900705,1162370544.1463876,1162370544.1463876,410781,2000,1924.3000000000002
2024-11-13 16:11:01.858000,1160818317.685082,1160818317.685082,410781,2000,1924.3000000000002
2024-11-13 16:25:34.532425,1156558865.9310753,1156558865.9310756,410781,2000,1924.3000000000002
2024-11-13 16:27:11.525730,1155889380.5783644,1155889380.5783644,410781,2000,1924.3000000000002
2024-11-13 16:28:48.517025,1157077880.4467583,1157077880.4467585,410781,2000,1924.3000000000002
2024-11-13 16:30:25.509195,1156180702.1155634,1156180702.1155634,410781,2000,1924.3000000000002
2024-11-13 16:32:02.469490,1155429285.4465246,1155429285.4465246,410781,2000,1924.3000000000002
