#time,exposure,region_1,region_2,region_3,region_4,region_5,region_6
2024-11-13 15:08:06.622,2.9007870000000002,1.4978307e+07,2.7846548e+07,3.222643e+06,3.839142e+06,3.323343e+06,3.218605e+06
2024-11-13 15:08:18.622,2.900786,1.4972169e+07,2.787066e+07,3.225653e+06,3.840242e+06,3.318756e+06,3.212695e+06
2024-11-13 15:08:30.638,2.900789,1.4989241e+07,2.7874548e+07,3.224189e+06,3.841429e+06,3.320454e+06,3.213912e+06
2024-11-13 15:08:42.622,2.9007870000000002,1.4988193e+07,2.7843264e+07,3.225985e+06,3.840029e+06,3.318416e+06,3.214837e+06
2024-11-13 15:08:54.622,2.900785,1.5025492e+07,2.7844988e+07,3.2248e+06,3.837005e+06,3.321201e+06,3.21513e+06
2024-11-13 15:09:06.622,2.9007859999999996,1.5053276e+07,2.7842532e+07,3.217545e+06,3.835887e+06,3.32698e+06,3.215044e+06
2024-11-13 15:09:18.630,2.900784,1.5074535e+07,2.7858792e+07,3.220506e+06,3.832197e+06,3.321495e+06,3.212749e+06
2024-11-13 15:09:30.626,2.900787,1.5097505e+07,2.7845672e+07,3.224416e+06,3.827418e+06,3.324514e+06,3.213589e+06
2024-11-13 15:09:42.622,2.900785,1.5064834e+07,2.7849284e+07,3.220521e+06,3.831582e+06,3.323524e+06,3.213877e+06
2024-11-13 15:09:54.623,2.900786,1.5067419e+07,2.7852226e+07,3.223401e+06,3.827765e+06,3.325256e+06,3.216979e+06
2024-11-13 15:10:06.622,2.9007899999999998,1.5083955e+07,2.7835746e+07,3.222742e+06,3.82572e+06,3.329809e+06,3.214927e+06
2024-11-13 15:10:18.630,2.900787,1.5086848e+07,2.7814556e+07,3.213798e+06,3.826972e+06,3.322995e+06,3.214356e+06
2024-11-13 15:10:30.625,2.9007889999999996,1.5131573e+07,2.7808268e+07,3.218262e+06,3.825057e+06,3.325632e+06,3.216388e+06
2024-11-13 15:10:42.622,2.9007870000000002,1.5184169e+07,2.7798964e+07,3.227132e+06,3.826666e+06,3.330357e+06,3.212366e+06
2024-11-13 15:10:54.622,2.9007870000000002,1.5255768e+07,2.7802416e+07,3.227612e+06,3.813237e+06,3.33018e+06,3.209636e+06
2024-11-13 15:11:06.622,2.9007859999999996,1.5259492e+07,2.7786942e+07,3.221974e+06,3.821893e+06,3.328041e+06,3.209317e+06
2024-11-13 15:11:18.622,2.900786,1.5290606e+07,2.7786028e+07,3.215865e+06,3.820614e+06,3.324956e+06,3.209949e+06
2024-11-13 15:11:30.626,2.900786,1.5303464e+07,2.7775132e+07,3.226692e+06,3.813971e+06,3.330784e+06,3.214101e+06
2024-11-13 15:11:42.622,2.900784,1.5345141e+07,2.77672e+07,3.220341e+06,3.8143e+06,3.324735e+06,3.210192e+06
2024-11-13 15:11:54.622,2.900785,1.5316794e+07,2.7750802e+07,3.225111e+06,3.817039e+06,3.329313e+06,3.210704e+06
2024-11-13 15:12:06.631,2.900787,1.529903e+07,2.7745482e+07,3.223544e+06,3.81618e+06,3.333087e+06,3.215096e+06
2024-11-13 15:12:18.622,2.900786,1.5278613e+07,2.7749714e+07,3.224101e+06,3.815735e+06,3.329738e+06,3.209469e+06
2024-11-13 15:12:30.625,2.900784,1.5228605e+07,2.7744404e+07,3.223706e+06,3.815391e+06,3.329005e+06,3.213302e+06
2024-11-13 15:12:42.622,2.900784,1.5157504e+07,2.7751232e+07,3.225079e+06,3.812692e+06,3.333336e+06,3.21842e+06
2024-11-13 15:12:54.622,2.9007829999999997,1.5070431e+07,2.77473e+07,3.230615e+06,3.813306e+06,3.330171e+06,3.218234e+06
2024-11-13 15:13:06.615,2.900785,1.4966173e+07,2.7746632e+07,3.224615e+06,3.807164e+06,3.328807e+06,3.213291e+06
2024-11-13 15:13:18.622,2.9007870000000002,1.4934417e+07,2.774558e+07,3.223644e+06,3.806096e+06,3.336217e+06,3.220909e+06
2024-11-13 15:13:30.626,2.9007889999999996,1.4876288e+07,2.7736542e+07,3.227538e+06,3.804958e+06,3.331369e+06,3.220342e+06
2024-11-13 15:13:42.622,2.9007889999999996,1.4805785e+07,2.7716452e+07,3.228025e+06,3.80341e+06,3.328844e+06,3.215607e+06
2024-11-13 15:13:54.622,2.900788,1.4735268e+07,2.7723502e+07,3.224079e+06,3.796585e+06,3.328537e+06,3.220109e+06
