time,exposure,region_1,region_2,region_3,region_4,region_5,region_6
2024-07-10 13:37:06.622,2.900829,2.7647998e+07,1.8324348e+07,2.333473e+07,5.837087e+06,3.064657e+06,2.900258e+06
2024-07-10 13:37:18.622,2.9008269999999996,2.75314e+07,1.8326218e+07,2.333866e+07,5.840795e+06,3.067547e+06,2.899919e+06
2024-07-10 13:37:30.622,2.9008259999999995,2.743978e+07,1.832898e+07,2.3327988e+07,5.837892e+06,3.074987e+06,2.89613e+06
2024-07-10 13:37:42.622,2.9008269999999996,2.735751e+07,1.8337148e+07,2.3344804e+07,5.836582e+06,3.071826e+06,2.89842e+06
2024-07-10 13:37:54.642,2.9008269999999996,2.7225062e+07,1.8323676e+07,2.3333084e+07,5.828301e+06,3.074995e+06,2.899112e+06
2024-07-10 13:38:06.622,2.900824,2.7161738e+07,1.8336176e+07,2.3352192e+07,5.811657e+06,3.075448e+06,2.896873e+06
2024-07-10 13:38:18.622,2.900825,2.7032492e+07,1.83397e+07,2.3354448e+07,5.814364e+06,3.077841e+06,2.901735e+06
2024-07-10 13:38:30.622,2.900822,2.6933282e+07,1.8332056e+07,2.334186e+07,5.814736e+06,3.086406e+06,2.898449e+06
2024-07-10 13:38:42.638,2.900825,2.6838154e+07,1.83317e+07,2.3352426e+07,5.812659e+06,3.087117e+06,2.897955e+06
2024-07-10 13:38:54.623,2.900823,2.6755608e+07,1.8325056e+07,2.3351916e+07,5.795162e+06,3.085054e+06,2.897722e+06
2024-07-10 13:39:06.623,2.900825,2.6638812e+07,1.833229e+07,2.3355472e+07,5.794792e+06,3.091179e+06,2.897592e+06
2024-07-10 13:39:18.622,2.900824,2.6564908e+07,1.83293e+07,2.3365014e+07,5.797934e+06,3.101657e+06,2.897536e+06
2024-07-10 13:39:30.623,2.9008260000000003,2.6443988e+07,1.833128e+07,2.3364284e+07,5.803871e+06,3.129301e+06,2.896526e+06
2024-07-10 13:39:42.622,2.900825,2.6402544e+07,1.8322336e+07,2.3370016e+07,5.802838e+06,3.134007e+06,2.89843e+06
2024-07-10 13:39:54.622,2.900826,2.6446488e+07,1.832323e+07,2.3370314e+07,5.792833e+06,3.138637e+06,2.894573e+06
2024-07-10 13:40:06.623,2.9008260000000003,2.6386008e+07,1.831606e+07,2.337246e+07,5.79295e+06,3.147594e+06,2.898547e+06
2024-07-10 13:40:18.623,2.900824,2.6287932e+07,1.8303588e+07,2.3372334e+07,5.783174e+06,3.13965e+06,2.899117e+06
2024-07-10 13:40:30.623,2.9008279999999997,2.624452e+07,1.8308252e+07,2.3372628e+07,5.785766e+06,3.12942e+06,2.89866e+06
2024-07-10 13:40:42.623,2.900825,2.6093396e+07,1.8301684e+07,2.3367688e+07,5.793282e+06,3.12579e+06,2.902882e+06
2024-07-10 13:40:54.622,2.900825,2.6035526e+07,1.831161e+07,2.3358272e+07,5.784723e+06,3.121679e+06,2.899149e+06
2024-07-10 13:41:06.622,2.900824,2.5937548e+07,1.8302316e+07,2.3358308e+07,5.782994e+06,3.114062e+06,2.897828e+06
2024-07-10 13:41:18.623,2.900824,2.5873434e+07,1.8293832e+07,2.336717e+07,5.785792e+06,3.119061e+06,2.892176e+06
2024-07-10 13:41:30.622,2.900825,2.5739908e+07,1.829314e+07,2.3374132e+07,5.781012e+06,3.119163e+06,2.892828e+06
2024-07-10 13:41:42.630,2.900824,2.5647496e+07,1.8309984e+07,2.3367884e+07,5.778012e+06,3.125155e+06,2.897812e+06
2024-07-10 13:41:54.622,2.900826,2.5507452e+07,1.8298904e+07,2.3373566e+07,5.769998e+06,3.11752e+06,2.895089e+06
2024-07-10 13:42:06.622,2.900822,2.5433416e+07,1.8298768e+07,2.3392618e+07,5.76559e+06,3.118597e+06,2.895246e+06
2024-07-10 13:42:18.622,2.900823,2.5350798e+07,1.8304044e+07,2.3383922e+07,5.767106e+06,3.115095e+06,2.891543e+06
2024-07-10 13:42:30.622,2.9008249999999998,2.52498e+07,1.8301312e+07,2.3377172e+07,5.762458e+06,3.115093e+06,2.894279e+06
2024-07-10 13:42:42.622,2.900824,2.519534e+07,1.8285536e+07,2.3378e+07,5.764922e+06,3.108593e+06,2.88571e+06
2024-07-10 13:42:54.624,2.900824,2.50678e+07,1.82901e+07,2.337338e+07,5.760411e+06,3.115374e+06,2.886966e+06
2024-07-10 13:43:06.622,2.900826,2.4941048e+07,1.8289018e+07,2.3360478e+07,5.754892e+06,3.115043e+06,2.884804e+06
2024-07-10 13:43:18.622,2.900826,2.4841248e+07,1.829173e+07,2.335986e+07,5.757483e+06,3.117916e+06,2.889796e+06
2024-07-10 13:43:30.622,2.9008269999999996,2.478968e+07,1.8279184e+07,2.3354026e+07,5.753509e+06,3.112805e+06,2.887588e+06
2024-07-10 13:43:42.623,2.9008269999999996,2.4700568e+07,1.8275292e+07,2.3339482e+07,5.752699e+06,3.114101e+06,2.884332e+06
2024-07-10 13:43:54.622,2.9008279999999997,2.4647396e+07,1.82763e+07,2.3339242e+07,5.750365e+06,3.120065e+06,2.886437e+06
2024-07-10 13:44:06.622,2.900825,2.4637948e+07,1.8270352e+07,2.334058e+07,5.755887e+06,3.129008e+06,2.882705e+06
2024-07-10 13:44:18.622,2.900826,2.454843e+07,1.8269868e+07,2.3330196e+07,5.742039e+06,3.129868e+06,2.882654e+06
2024-07-10 13:44:30.622,2.9008249999999998,2.4460242e+07,1.8273716e+07,2.3338346e+07,5.736501e+06,3.135106e+06,2.883962e+06
2024-07-10 13:44:42.623,2.900825,2.4363194e+07,1.8276734e+07,2.333168e+07,5.732911e+06,3.137561e+06,2.887292e+06
2024-07-10 13:44:54.623,2.900824,2.4323608e+07,1.8275848e+07,2.3326022e+07,5.734659e+06,3.132688e+06,2.886085e+06
2024-07-10 13:45:06.623,2.900825,2.4271944e+07,1.8268398e+07,2.3336508e+07,5.731456e+06,3.136159e+06,2.88144e+06
2024-07-10 13:45:18.638,2.900824,2.4175176e+07,1.8260478e+07,2.334838e+07,5.728514e+06,3.139223e+06,2.881348e+06
2024-07-10 13:45:30.622,2.900823,2.4098536e+07,1.8268776e+07,2.3344522e+07,5.73076e+06,3.142983e+06,2.880859e+06
2024-07-10 13:45:42.623,2.900825,2.4079336e+07,1.8263558e+07,2.3378896e+07,5.722941e+06,3.147744e+06,2.877065e+06
2024-07-10 13:45:54.623,2.9008230000000004,2.4051232e+07,1.8248464e+07,2.3376364e+07,5.727507e+06,3.146519e+06,2.88172e+06
2024-07-10 13:46:06.647,2.900824,2.393768e+07,1.8252912e+07,2.337204e+07,5.71935e+06,3.148041e+06,2.8759e+06
2024-07-10 13:46:18.630,2.900825,2.3825782e+07,1.8237364e+07,2.3363362e+07,5.713602e+06,3.149091e+06,2.87544e+06
2024-07-10 13:46:30.623,2.9008260000000003,2.3725794e+07,1.822078e+07,2.338344e+07,5.718428e+06,3.149945e+06,2.874317e+06
2024-07-10 13:46:42.622,2.9008249999999998,2.3633592e+07,1.8238324e+07,2.3363016e+07,5.713662e+06,3.150275e+06,2.879979e+06
2024-07-10 13:46:54.623,2.900824,2.3593184e+07,1.8226926e+07,2.3365316e+07,5.714032e+06,3.13942e+06,2.878201e+06
2024-07-10 13:47:06.623,2.900824,2.3583584e+07,1.822836e+07,2.3359204e+07,5.711019e+06,3.131021e+06,2.878434e+06
2024-07-10 13:47:18.638,2.900824,2.3543272e+07,1.8217632e+07,2.3348428e+07,5.716438e+06,3.127526e+06,2.877601e+06
2024-07-10 13:47:30.622,2.900823,2.344785e+07,1.8222312e+07,2.3356604e+07,5.715692e+06,3.12546e+06,2.878818e+06
2024-07-10 13:47:42.623,2.9008230000000004,2.3367604e+07,1.8209404e+07,2.335696e+07,5.715347e+06,3.128295e+06,2.874378e+06
2024-07-10 13:47:54.622,2.900823,2.326544e+07,1.8215112e+07,2.3355474e+07,5.713962e+06,3.125548e+06,2.878754e+06
2024-07-10 13:48:06.623,2.900824,2.3209276e+07,1.8203422e+07,2.3357562e+07,5.710465e+06,3.127379e+06,2.875561e+06
2024-07-10 13:48:18.622,2.9008209999999996,2.3166996e+07,1.8209824e+07,2.335146e+07,5.705509e+06,3.123485e+06,2.87478e+06
2024-07-10 13:48:30.623,2.900821,2.3188772e+07,1.8191784e+07,2.3346054e+07,5.712531e+06,3.124313e+06,2.878346e+06
2024-07-10 13:48:42.622,2.9008220000000002,2.3135332e+07,1.8187882e+07,2.3355032e+07,5.709997e+06,3.124174e+06,2.867876e+06
2024-07-10 13:48:54.622,2.9008209999999996,2.3060584e+07,1.8195136e+07,2.3335718e+07,5.713709e+06,3.12531e+06,2.864833e+06
2024-07-10 13:49:06.616,2.900824,2.29444e+07,1.820618e+07,2.3338828e+07,5.709897e+06,3.121441e+06,2.865856e+06
2024-07-10 13:49:18.622,2.900822,2.2876796e+07,1.8200156e+07,2.3340472e+07,5.714825e+06,3.1249e+06,2.862887e+06
2024-07-10 13:49:30.615,2.900822,2.2816276e+07,1.819719e+07,2.3352372e+07,5.717051e+06,3.126098e+06,2.863788e+06
2024-07-10 13:49:42.623,2.900821,2.2734708e+07,1.819711e+07,2.333338e+07,5.718416e+06,3.122692e+06,2.86794e+06
2024-07-10 13:49:54.622,2.900821,2.2658308e+07,1.8200404e+07,2.3337168e+07,5.719301e+06,3.131281e+06,2.867947e+06
2024-07-10 13:50:06.622,2.900822,2.2589752e+07,1.8211548e+07,2.3346828e+07,5.722485e+06,3.124016e+06,2.865272e+06
2024-07-10 13:50:18.630,2.900821,2.2567904e+07,1.8204564e+07,2.3348288e+07,5.722426e+06,3.122852e+06,2.864736e+06
2024-07-10 13:50:30.615,2.900822,2.2524232e+07,1.8208396e+07,2.3353492e+07,5.719461e+06,3.120551e+06,2.864805e+06
2024-07-10 13:50:42.622,2.900819,2.2501756e+07,1.821132e+07,2.3355544e+07,5.718512e+06,3.122284e+06,2.860923e+06
2024-07-10 13:50:54.630,2.900824,2.2447118e+07,1.8230734e+07,2.3344098e+07,5.716575e+06,3.120369e+06,2.868424e+06
2024-07-10 13:51:06.622,2.900824,2.2497818e+07,1.8227652e+07,2.3347132e+07,5.718179e+06,3.121866e+06,2.866038e+06
2024-07-10 13:51:18.638,2.900823,2.2402802e+07,1.82235e+07,2.3357568e+07,5.72036e+06,3.126755e+06,2.859898e+06
2024-07-10 13:51:30.624,2.900822,2.2353964e+07,1.8220906e+07,2.3341324e+07,5.718833e+06,3.127659e+06,2.859625e+06
2024-07-10 13:51:42.622,2.900822,2.2308926e+07,1.821529e+07,2.3345054e+07,5.729777e+06,3.120589e+06,2.860198e+06
2024-07-10 13:51:54.622,2.900823,2.2290084e+07,1.821294e+07,2.3339856e+07,5.718836e+06,3.120304e+06,2.857888e+06
2024-07-10 13:52:06.622,2.900822,2.2244776e+07,1.8215574e+07,2.33462e+07,5.726731e+06,3.125761e+06,2.86166e+06
2024-07-10 13:52:18.622,2.900823,2.2233098e+07,1.8206236e+07,2.333604e+07,5.721691e+06,3.125518e+06,2.861179e+06
2024-07-10 13:52:30.622,2.900824,2.2142036e+07,1.8216116e+07,2.3330888e+07,5.726725e+06,3.130337e+06,2.85862e+06
2024-07-10 13:52:42.623,2.900823,2.2166556e+07,1.82029e+07,2.3341088e+07,5.730858e+06,3.135853e+06,2.860662e+06
2024-07-10 13:52:54.622,2.9008209999999996,2.2170692e+07,1.8220404e+07,2.3344996e+07,5.731295e+06,3.13111e+06,2.86135e+06
2024-07-10 13:53:06.623,2.9008220000000002,2.2127106e+07,1.8220826e+07,2.3352712e+07,5.72312e+06,3.136748e+06,2.864475e+06
2024-07-10 13:53:18.622,2.90082,2.2067328e+07,1.8222712e+07,2.3358696e+07,5.726175e+06,3.14007e+06,2.867642e+06
2024-07-10 13:53:30.622,2.9008209999999996,2.2051992e+07,1.8232888e+07,2.3382156e+07,5.724873e+06,3.139412e+06,2.861227e+06
2024-07-10 13:53:42.622,2.900822,2.2028056e+07,1.8258246e+07,2.3374372e+07,5.729798e+06,3.137722e+06,2.870296e+06
2024-07-10 13:53:54.622,2.900824,2.2005406e+07,1.8242812e+07,2.336024e+07,5.730803e+06,3.136547e+06,2.866775e+06
2024-07-10 13:54:06.623,2.900823,2.2021906e+07,1.8229684e+07,2.3370052e+07,5.733359e+06,3.136515e+06,2.863658e+06
2024-07-10 13:54:18.622,2.900822,2.2000028e+07,1.8254212e+07,2.3376142e+07,5.748868e+06,3.133014e+06,2.870052e+06
2024-07-10 13:54:30.622,2.900822,2.1936192e+07,1.825232e+07,2.3392428e+07,5.746005e+06,3.133407e+06,2.870088e+06
2024-07-10 13:54:42.623,2.900824,2.1857174e+07,1.825752e+07,2.338066e+07,5.755912e+06,3.132477e+06,2.873379e+06
2024-07-10 13:54:54.631,2.900821,2.1794816e+07,1.825215e+07,2.337068e+07,5.756043e+06,3.126037e+06,2.866971e+06
2024-07-10 13:55:06.622,2.900823,2.1710056e+07,1.8230592e+07,2.3404356e+07,5.761497e+06,3.130711e+06,2.863083e+06
2024-07-10 13:55:18.622,2.900823,2.1696028e+07,1.8233264e+07,2.3405924e+07,5.766078e+06,3.129285e+06,2.867211e+06
2024-07-10 13:55:30.622,2.900823,2.161855e+07,1.8257072e+07,2.3399376e+07,5.764027e+06,3.129497e+06,2.865234e+06
2024-07-10 13:55:42.623,2.900824,2.1521544e+07,1.8235624e+07,2.3405618e+07,5.773232e+06,3.132281e+06,2.864859e+06
2024-07-10 13:55:54.623,2.900822,2.1457398e+07,1.8234812e+07,2.3396308e+07,5.770175e+06,3.133276e+06,2.867126e+06
2024-07-10 13:56:06.622,2.900825,2.1368546e+07,1.8237208e+07,2.3402104e+07,5.768324e+06,3.128803e+06,2.858374e+06
2024-07-10 13:56:18.622,2.900823,2.1347016e+07,1.8230004e+07,2.3424864e+07,5.773543e+06,3.129276e+06,2.863942e+06
2024-07-10 13:56:30.622,2.900822,2.1214472e+07,1.8231528e+07,2.3412772e+07,5.77737e+06,3.133353e+06,2.857023e+06
2024-07-10 13:56:42.623,2.9008220000000002,2.1162608e+07,1.823735e+07,2.343094e+07,5.782857e+06,3.131871e+06,2.860955e+06
2024-07-10 13:56:54.623,2.9008220000000002,2.1110912e+07,1.8237004e+07,2.3437404e+07,5.783772e+06,3.136136e+06,2.862725e+06
2024-07-10 13:57:06.623,2.9008230000000004,2.108591e+07,1.8246766e+07,2.3440156e+07,5.789854e+06,3.136802e+06,2.862944e+06
2024-07-10 13:57:18.622,2.900822,2.105276e+07,1.825546e+07,2.3438804e+07,5.784482e+06,3.13885e+06,2.860793e+06
2024-07-10 13:57:30.623,2.900821,2.1070018e+07,1.8256132e+07,2.3437608e+07,5.786984e+06,3.143335e+06,2.863943e+06
2024-07-10 13:57:42.623,2.900823,2.1072268e+07,1.8254508e+07,2.34458e+07,5.780967e+06,3.14555e+06,2.86035e+06
2024-07-10 13:57:54.622,2.900822,2.100894e+07,1.8243132e+07,2.345796e+07,5.785997e+06,3.143207e+06,2.855096e+06
2024-07-10 13:58:06.622,2.900822,2.0966052e+07,1.8252e+07,2.3451026e+07,5.783032e+06,3.139913e+06,2.86255e+06
2024-07-10 13:58:18.623,2.9008209999999996,2.0922232e+07,1.8252968e+07,2.3443756e+07,5.789736e+06,3.139452e+06,2.860469e+06
2024-07-10 13:58:30.622,2.9008209999999996,2.0872636e+07,1.8252172e+07,2.3454844e+07,5.785012e+06,3.141844e+06,2.861236e+06
2024-07-10 13:58:42.622,2.9008209999999996,2.0840036e+07,1.8243644e+07,2.3459544e+07,5.791438e+06,3.140451e+06,2.862434e+06
2024-07-10 13:58:54.622,2.9008209999999996,2.0783914e+07,1.8253082e+07,2.347206e+07,5.794489e+06,3.14191e+06,2.864068e+06
2024-07-10 13:59:06.622,2.9008199999999995,2.077748e+07,1.8248342e+07,2.3444742e+07,5.800787e+06,3.139124e+06,2.862901e+06
2024-07-10 13:59:18.622,2.900822,2.0733328e+07,1.825286e+07,2.3462012e+07,5.793745e+06,3.137372e+06,2.859959e+06
2024-07-10 13:59:30.623,2.900822,2.0693818e+07,1.8248096e+07,2.3458602e+07,5.791672e+06,3.134751e+06,2.859605e+06
2024-07-10 13:59:42.623,2.9008220000000002,2.065404e+07,1.8254944e+07,2.3471138e+07,5.80089e+06,3.133986e+06,2.860067e+06
2024-07-10 13:59:54.623,2.900823,2.061462e+07,1.8264348e+07,2.3482188e+07,5.796295e+06,3.13734e+06,2.864217e+06
2024-07-10 14:00:06.622,2.900798,2.0593176e+07,1.8254956e+07,2.3472928e+07,5.788942e+06,3.134041e+06,2.855975e+06
2024-07-10 14:00:18.622,2.900823,2.0535728e+07,1.8258568e+07,2.3482338e+07,5.795758e+06,3.133523e+06,2.861736e+06
2024-07-10 14:00:30.622,2.9008209999999996,2.0534036e+07,1.8252046e+07,2.3468004e+07,5.802332e+06,3.131074e+06,2.860129e+06
2024-07-10 14:00:42.622,2.900822,2.0498728e+07,1.8259606e+07,2.3490994e+07,5.796897e+06,3.133381e+06,2.858114e+06
2024-07-10 14:00:54.622,2.900822,2.0497408e+07,1.8252264e+07,2.3482216e+07,5.807237e+06,3.136887e+06,2.862411e+06
2024-07-10 14:01:06.622,2.9008209999999996,2.0488824e+07,1.826756e+07,2.3459986e+07,5.800311e+06,3.137071e+06,2.85495e+06
2024-07-10 14:01:18.622,2.900822,2.0522516e+07,1.8255942e+07,2.347741e+07,5.805188e+06,3.137564e+06,2.852865e+06
2024-07-10 14:01:30.622,2.900823,2.053048e+07,1.8239334e+07,2.3458862e+07,5.814322e+06,3.13768e+06,2.856106e+06
2024-07-10 14:01:42.630,2.900823,2.053792e+07,1.825446e+07,2.3457682e+07,5.802897e+06,3.135054e+06,2.862399e+06
2024-07-10 14:01:54.622,2.900823,2.0526336e+07,1.8249092e+07,2.3443444e+07,5.787278e+06,3.133206e+06,2.861619e+06
2024-07-10 14:02:06.623,2.900824,2.0502878e+07,1.8258624e+07,2.3450192e+07,5.804912e+06,3.136349e+06,2.858578e+06
2024-07-10 14:02:18.623,2.900824,2.0486844e+07,1.8233536e+07,2.3450746e+07,5.810059e+06,3.130779e+06,2.857348e+06
2024-07-10 14:02:30.622,2.900825,2.0476674e+07,1.8248538e+07,2.343788e+07,5.814526e+06,3.133305e+06,2.85493e+06
2024-07-10 14:02:42.623,2.900825,2.0466934e+07,1.824894e+07,2.3437036e+07,5.808037e+06,3.133245e+06,2.852462e+06
2024-07-10 14:02:54.623,2.900824,2.0448256e+07,1.8257726e+07,2.3423368e+07,5.804426e+06,3.129215e+06,2.859019e+06
2024-07-10 14:03:06.623,2.900824,2.0418252e+07,1.8241686e+07,2.3432292e+07,5.805905e+06,3.134733e+06,2.856698e+06
2024-07-10 14:03:18.622,2.9008209999999996,2.0404756e+07,1.8239916e+07,2.3430484e+07,5.805044e+06,3.133767e+06,2.855588e+06
2024-07-10 14:03:30.623,2.900823,2.0378832e+07,1.8235496e+07,2.3441628e+07,5.805201e+06,3.13306e+06,2.856475e+06
2024-07-10 14:03:42.623,2.9008220000000002,2.0354384e+07,1.8239024e+07,2.3427308e+07,5.8051e+06,3.136463e+06,2.859568e+06
2024-07-10 14:03:54.623,2.900821,2.0360864e+07,1.8238532e+07,2.3414922e+07,5.796962e+06,3.136358e+06,2.856397e+06
2024-07-10 14:04:06.623,2.900823,2.0356788e+07,1.8243496e+07,2.3418462e+07,5.796671e+06,3.136544e+06,2.859458e+06
2024-07-10 14:04:18.623,2.900824,2.0358008e+07,1.8230356e+07,2.3413604e+07,5.799269e+06,3.140182e+06,2.855104e+06
2024-07-10 14:04:30.622,2.9008209999999996,2.038466e+07,1.823698e+07,2.3414824e+07,5.793826e+06,3.133539e+06,2.858298e+06
2024-07-10 14:04:42.623,2.900823,2.0398492e+07,1.8245302e+07,2.3427432e+07,5.797923e+06,3.134269e+06,2.863768e+06
2024-07-10 14:04:54.623,2.900821,2.0440124e+07,1.8235736e+07,2.341672e+07,5.797032e+06,3.138112e+06,2.861831e+06
2024-07-10 14:05:06.622,2.900822,2.0472728e+07,1.8234978e+07,2.3436992e+07,5.799946e+06,3.129835e+06,2.857333e+06
2024-07-10 14:05:18.622,2.900824,2.0489212e+07,1.8216892e+07,2.3434156e+07,5.80409e+06,3.134124e+06,2.860743e+06
2024-07-10 14:05:30.622,2.900823,2.050654e+07,1.8227712e+07,2.344255e+07,5.804694e+06,3.132282e+06,2.859988e+06
2024-07-10 14:05:42.638,2.900822,2.053476e+07,1.8215356e+07,2.343904e+07,5.803602e+06,3.129382e+06,2.857862e+06
2024-07-10 14:05:54.623,2.900821,2.0565076e+07,1.8218958e+07,2.3451484e+07,5.805295e+06,3.131043e+06,2.856168e+06
2024-07-10 14:06:06.622,2.900823,2.0581628e+07,1.8221054e+07,2.3448762e+07,5.814828e+06,3.133859e+06,2.860846e+06
2024-07-10 14:06:18.622,2.900824,2.0604044e+07,1.8218768e+07,2.3446748e+07,5.811461e+06,3.131249e+06,2.858153e+06
2024-07-10 14:06:30.646,2.9008260000000003,2.0617894e+07,1.8212716e+07,2.3458532e+07,5.807944e+06,3.129886e+06,2.851811e+06
2024-07-10 14:06:42.623,2.900824,2.0605144e+07,1.8218132e+07,2.3464696e+07,5.806165e+06,3.125959e+06,2.853904e+06
2024-07-10 14:06:54.622,2.900823,2.0584634e+07,1.8217064e+07,2.3431838e+07,5.801405e+06,3.126889e+06,2.854526e+06
2024-07-10 14:07:06.623,2.9008269999999996,2.0566978e+07,1.8210508e+07,2.3441464e+07,5.808362e+06,3.124821e+06,2.849789e+06
2024-07-10 14:07:18.623,2.900824,2.05514e+07,1.8226084e+07,2.3451128e+07,5.807986e+06,3.124773e+06,2.847914e+06
2024-07-10 14:07:30.622,2.900825,2.0549748e+07,1.8225588e+07,2.3449236e+07,5.806369e+06,3.12396e+06,2.853723e+06
2024-07-10 14:07:42.623,2.900825,2.0581094e+07,1.8217212e+07,2.3441324e+07,5.806851e+06,3.124694e+06,2.855606e+06
2024-07-10 14:07:54.623,2.900825,2.0549856e+07,1.8222566e+07,2.3438432e+07,5.811256e+06,3.12025e+06,2.862559e+06
2024-07-10 14:08:06.622,2.900824,2.0495978e+07,1.8220188e+07,2.3460812e+07,5.818105e+06,3.118707e+06,2.858566e+06
2024-07-10 14:08:18.622,2.9008220000000002,2.0436954e+07,1.8229368e+07,2.347502e+07,5.817649e+06,3.124626e+06,2.857357e+06
