peak_time,peak_value
2024-11-13T15:11:26.400015,65158379.82921838
2024-11-13T16:08:33.636615,34613482.75177371
2024-11-13T16:26:20.267515,46705361.53067097
2024-11-13T16:31:11.239275,35384794.90126777
2024-11-13T16:39:16.134645,41743162.086617775
2024-11-13T16:48:57.896300,44933232.5285435
