Time,Total,Area,Exposure,Meas_exposure
2024-07-10 13:38:28.108555,1856385841.2827148,1856385841.2827148,283800,2000,1929.7000000000003
2024-07-10 13:40:17.611870,1859448088.8405762,1859448088.8405762,283800,2000,1929.7000000000003
2024-07-10 13:42:07.116195,1861328982.3081055,1861328982.3081055,283800,2000,1929.7000000000003
2024-07-10 13:43:56.621510,1854697787.07312,1854697787.07312,283800,2000,1932.4
2024-07-10 13:45:46.124835,1852684280.052002,1852684280.052002,283800,2000,1929.7000000000003
2024-07-10 13:47:35.629150,1845690686.459961,1845690686.459961,283800,2000,1929.7000000000003
2024-07-10 13:49:25.131465,1847613556.1186523,1847613556.1186523,283800,2000,1929.7000000000003
2024-07-10 13:51:14.635665,1847713008.7521973,1847713008.7521973,283800,2000,1924.3000000000002
2024-07-10 13:53:04.140980,1848030729.3588867,1848030729.3588867,283800,2000,1924.3000000000002
2024-07-10 13:54:53.644305,1850416726.5600586,1850416726.5600586,283800,2000,1929.7000000000003
2024-07-10 13:56:43.147620,1849287118.640625,1849287118.640625,283800,2000,1924.3000000000002
2024-07-10 13:58:32.653070,1843727728.8554688,1843727728.8554688,283800,2000,1924.3000000000002
2024-07-10 14:00:22.156385,1846559694.621338,1846559694.6213381,283800,2000,1924.3000000000002
2024-07-10 14:02:11.661710,1845505860.6381836,1845505860.6381836,283800,2000,1932.4
2024-07-10 14:04:01.165025,1844152249.130127,1844152249.130127,283800,2000,1929.7000000000003
2024-07-10 14:05:50.669225,1846709717.7644043,1846709717.7644043,283800,2000,1929.7000000000003
2024-07-10 14:07:40.174540,1844532917.7565918,1844532917.7565918,283800,2000,1929.7000000000003
2024-07-10 14:09:29.677865,1844577267.3985596,1844577267.3985596,283800,2000,1929.7000000000003
2024-07-10 14:11:19.182180,1846397640.7392578,1846397640.7392578,283800,2000,1929.7000000000003
2024-07-10 14:13:08.687630,1847911708.4423828,1847911708.4423828,283800,2000,1929.7000000000003
2024-07-10 14:14:58.190945,1844144612.2416992,1844144612.2416992,283800,2000,1929.7000000000003
2024-07-10 14:16:47.696270,1842205607.5793457,1842205607.5793457,283800,2000,1929.7000000000003
2024-07-10 14:18:37.197585,1842548803.0961914,1842548803.0961914,283800,2000,1929.7000000000003
2024-07-10 14:20:26.701910,1847185509.3415527,1847185509.3415527,283800,2000,1929.7000000000003
2024-07-10 14:22:16.207100,1847382459.0800781,1847382459.0800781,283800,2000,1929.7000000000003
2024-07-10 14:24:05.710425,1844523348.4018555,1844523348.4018557,283800,2000,1929.7000000000003
2024-07-10 14:25:55.214740,1839549522.7839355,1839549522.7839355,283800,2000,1929.7000000000003
2024-07-10 14:27:44.719065,1843682273.0534668,1843682273.053467,283800,2000,1929.7000000000003
2024-07-10 14:29:34.222505,1841338466.5507812,1841338466.5507812,283800,2000,1924.3000000000002
2024-07-10 14:31:23.727830,1843431585.6538086,1843431585.6538086,283800,2000,1929.7000000000003
2024-07-10 14:33:13.236145,1845646912.225586,1845646912.225586,283800,2000,1929.7000000000003
2024-07-10 14:35:02.735460,1844227306.354248,1844227306.354248,283800,2000,1924.3000000000002
2024-07-10 14:36:52.244785,1842301348.3527832,1842301348.3527832,283800,2000,1924.3000000000002
2024-07-10 14:38:41.744100,1840342729.2607422,1840342729.2607422,283800,2000,1924.3000000000002
2024-07-10 14:40:31.255425,1839524208.6201172,1839524208.6201172,283800,2000,1929.7000000000003
2024-07-10 14:42:20.753740,1839673146.2087402,1839673146.2087402,283800,2000,1929.7000000000003
2024-07-10 14:44:10.260940,1840474708.1208496,1840474708.1208498,283800,2000,1929.7000000000003
2024-07-10 14:45:59.762255,1837347732.8547363,1837347732.8547363,283800,2000,1929.7000000000003
2024-07-10 14:47:49.265580,1835460891.5517578,1835460891.5517578,283800,2000,1924.3000000000002
2024-07-10 14:49:38.767895,1833954894.9226074,1833954894.9226074,283800,2000,1924.3000000000002
2024-07-10 14:51:28.273220,1834240398.4240723,1834240398.4240725,283800,2000,1929.7000000000003
2024-07-10 14:53:17.776660,1838967414.913086,1838967414.913086,283800,2000,1929.7000000000003
2024-07-10 14:55:07.281985,1840843112.8027344,1840843112.8027344,283800,2000,1932.4
2024-07-10 14:56:56.785300,1842016916.567627,1842016916.567627,283800,2000,1929.7000000000003
2024-07-10 14:58:46.289625,1841948850.8483887,1841948850.8483887,283800,2000,1924.3000000000002
2024-07-10 15:00:35.791370,1847280508.6906738,1847280508.6906738,283800,2000,1929.7000000000003
2024-07-10 15:02:25.295120,1846542156.7868652,1846542156.7868652,283800,2000,1929.7000000000003
2024-07-10 15:04:14.800870,1845737531.8303223,1845737531.8303223,283800,2000,1929.7000000000003
2024-07-10 15:06:04.305620,1847246598.770752,1847246598.770752,283800,2000,1932.4
2024-07-10 15:07:53.809370,1843983462.5351562,1843983462.5351562,283800,2000,1929.7000000000003
2024-07-10 15:09:43.347120,1842728198.5788574,1842728198.5788574,283800,2000,1929.7000000000003
2024-07-10 15:11:32.851870,1844810592.5922852,1844810592.5922852,283800,2000,1932.4
2024-07-10 15:13:22.356185,1840161467.597412,1840161467.597412,283800,2000,1932.4
2024-07-10 15:13:41.797215,1839532649.1184082,1839532649.1184082,283800,2000,1929.7000000000003
2024-07-10 15:14:01.189245,1839747596.7668457,1839747596.766846,283800,2000,1929.7000000000003
2024-07-10 15:14:20.583285,1839836632.0507812,1839836632.0507812,283800,2000,1929.7000000000003
2024-07-10 15:15:57.832580,1838318261.034668,1838318261.034668,283800,2000,1929.7000000000003
2024-07-10 15:17:35.458750,1836431090.788086,1836431090.788086,283800,2000,1927.0
2024-07-10 15:19:12.230180,1837275418.2006836,1837275418.2006836,283800,2000,1929.7000000000003
2024-07-10 15:20:49.415475,1837606600.9189453,1837606600.9189453,283800,2000,1929.7000000000003
2024-07-10 15:22:26.598770,1838365701.4143066,1838365701.4143066,283800,2000,1927.0
2024-07-10 15:24:03.783075,1844352373.2885742,1844352373.2885745,283800,2000,1929.7000000000003
2024-07-10 15:25:40.968245,1842486683.9851074,1842486683.9851074,283800,2000,1927.0
2024-07-10 15:27:18.151540,1847266618.1097412,1847266618.1097414,283800,2000,1929.7000000000003
2024-07-10 15:28:55.335970,1851895916.290039,1851895916.290039,283800,2000,1929.7000000000003
2024-07-10 15:30:32.520140,1872639995.05542,1872639995.05542,283800,2000,1927.0
2024-07-10 15:32:09.959435,1904124664.645752,1904124664.645752,283800,2000,1929.7000000000003
2024-07-10 15:33:47.394730,1898364846.3625488,1898364846.3625488,283800,2000,1929.7000000000003
2024-07-10 15:35:37.129055,1904494316.849121,1904494316.849121,283800,2000,1929.7000000000003
2024-07-10 15:37:26.856370,1883934185.4207764,1883934185.4207764,283800,2000,1929.7000000000003
2024-07-10 15:39:16.585570,1872076968.4057617,1872076968.4057617,283800,2000,1929.7000000000003
2024-07-10 15:41:06.313020,1861627334.7191162,1861627334.7191162,283800,2000,1929.7000000000003
2024-07-10 15:42:56.413350,1858335210.9995117,1858335210.9995117,283800,2000,1924.3000000000002
2024-07-10 15:44:45.770660,1855121357.7103271,1855121357.7103271,283800,2000,1929.7000000000003
2024-07-10 15:46:35.495975,1852628880.8256836,1852628880.8256838,283800,2000,1929.7000000000003
2024-07-10 15:48:25.225300,1853001426.5483398,1853001426.5483398,283800,2000,1929.7000000000003
2024-07-10 15:50:14.921615,1853416376.8422852,1853416376.8422852,283800,2000,1929.7000000000003
2024-07-10 15:52:04.648940,1852930859.05896,1852930859.0589602,283800,2000,1929.7000000000003
