Wavelength,Transmission,Matched_Intensity,Expected_Counts
3.888568779999999947e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.888656027000000108e+02,1.665999999999999727e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.888743673999999828e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.888831020999999737e+02,1.695999999999999882e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.888918368000000214e+02,1.279999999999999877e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.889005715000000123e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.889093363000000068e+02,2.400000000000000113e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.889180610000000229e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.889267957000000138e+02,1.200000000000000057e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.889355603999999857e+02,1.949999999999999971e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.889442950999999766e+02,1.340000000000000026e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.889530298000000244e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.889617544999999836e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.889705192000000125e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.889792539000000033e+02,3.510000000000000190e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.889879885999999942e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.889967232999999851e+02,9.379999999999999210e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.890054480000000012e+02,1.819999999999999919e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.890142126999999732e+02,2.043999999999999934e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.890229474999999866e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.890316821999999775e+02,1.784999999999999846e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.890404169000000252e+02,1.302000000000000066e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.890491516000000161e+02,2.225999999999999926e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.890579063000000133e+02,4.049999999999999908e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.890666410000000042e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.890753756999999950e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.890841103999999859e+02,1.488000000000000122e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.890928450999999768e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.891015697999999929e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.891103044999999838e+02,2.800000000000000024e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.891190692999999783e+02,1.604999999999999886e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.891278040000000260e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.891365387000000169e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.891452633999999762e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.891539981000000239e+02,2.174999999999999921e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.891627328000000148e+02,8.320000000000000091e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.891714675000000057e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.891802021999999965e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.891889269000000127e+02,6.890000000000000732e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.891976915999999846e+02,2.399999999999999871e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.892064262999999755e+02,7.279999999999999676e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.892151610999999889e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.892238957999999798e+02,1.949999999999999971e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.892326305000000275e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.892413551999999868e+02,1.106000000000000013e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.892500898999999777e+02,3.899999999999999942e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.892588246000000254e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.892675593000000163e+02,9.099999999999999595e-13,0.000000000000000000e+00,0.000000000000000000e+00
3.892762940000000071e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.892850187000000233e+02,1.106000000000000013e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.892937534000000142e+02,3.899999999999999942e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.893024881000000050e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.893112227999999959e+02,1.122000000000000106e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.893199576000000093e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.893286823000000254e+02,7.420000000000000291e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.893374170000000163e+02,9.900000000000001033e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.893461517000000072e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.893548863999999980e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.893636210999999889e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.893723458000000051e+02,6.399999999999999387e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.893810804999999959e+02,1.848000000000000042e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.893898151999999868e+02,1.488000000000000122e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.893985498999999777e+02,1.488000000000000122e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.894072846999999911e+02,6.800000000000000106e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.894160094000000072e+02,7.950000000000000658e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.894247141000000170e+02,3.899999999999999942e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.894334488000000079e+02,6.399999999999999387e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.894421834999999987e+02,1.949999999999999971e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.894509181999999896e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.894596429000000057e+02,3.899999999999999942e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.894683775999999966e+02,2.528000000000000214e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.894771122999999875e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.894858469999999784e+02,6.000000000000000283e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.894945817999999917e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.895032765000000268e+02,2.543999999999999823e-11,0.000000000000000000e+00,0.000000000000000000e+00
3.895120112000000177e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.895207459000000085e+02,1.819999999999999919e-12,0.000000000000000000e+00,0.000000000000000000e+00
3.895294805999999994e+02,1.590000000000000132e-11,0.000000000000000000e+00,0.000000000000000000e+00
