filter2_file,counts_under_contours
2024-07-10T11:21:15.508,11393623.0
2024-07-10T11:22:50.740,11401500.0
2024-07-10T11:24:25.971,11452680.0
2024-07-10T11:26:01.209,11434501.0
2024-07-10T11:27:36.437,11460411.0
2024-07-10T11:29:11.668,11459662.0
2024-07-10T11:30:46.962,11461830.0
2024-07-10T11:32:22.451,11440998.0
2024-07-10T11:33:57.938,11403648.0
2024-07-10T11:35:33.459,11375785.0
2024-07-10T11:37:08.979,11427825.0
2024-07-10T11:38:44.499,11439646.0
2024-07-10T11:40:20.201,11490997.0
2024-07-10T11:41:55.540,11461343.0
2024-07-10T11:43:31.597,11487059.0
2024-07-10T11:45:06.581,11498204.0
2024-07-10T11:46:42.101,11486770.0
2024-07-10T11:48:17.620,11470056.0
2024-07-10T11:49:53.142,11543274.0
2024-07-10T11:51:28.630,11592596.0
2024-07-10T11:53:04.117,11571753.0
2024-07-10T11:54:39.606,11549940.0
2024-07-10T11:56:15.948,11536919.0
2024-07-10T11:57:50.582,11496051.0
2024-07-10T12:12:45.143,11833603.0
2024-07-10T12:14:20.759,11774552.0
2024-07-10T12:15:56.344,11768082.0
2024-07-10T12:17:31.895,11743781.0
2024-07-10T12:19:07.480,11729499.0
2024-07-10T12:20:43.330,11720608.0
2024-07-10T12:22:18.616,11674400.0
2024-07-10T12:23:54.169,11664389.0
2024-07-10T12:25:29.722,11680465.0
2024-07-10T12:27:05.273,11660710.0
2024-07-10T12:28:40.825,11661389.0
2024-07-10T12:30:16.379,11757328.0
2024-07-10T12:31:52.153,11715094.0
2024-07-10T12:33:27.960,11711002.0
2024-07-10T12:35:03.768,11708546.0
2024-07-10T12:36:39.576,11750109.0
2024-07-10T12:38:15.385,11796142.0
2024-07-10T12:39:51.193,11732598.0
2024-07-10T12:41:27.590,11728739.0
2024-07-10T12:43:02.810,11726543.0
2024-07-10T12:44:38.618,11721118.0
2024-07-10T12:46:14.425,11686992.0
2024-07-10T12:47:50.238,11633379.0
2024-07-10T12:49:26.749,11642407.0
2024-07-10T12:51:01.882,11588805.0
2024-07-10T12:52:37.690,11569989.0
2024-07-10T12:54:13.532,11589964.0
2024-07-10T12:55:49.339,11619792.0
2024-07-10T12:57:26.873,11773488.0
2024-07-10T12:59:15.592,11814136.0
2024-07-10T13:01:05.918,11800793.0
2024-07-10T13:02:54.596,11987696.0
2024-07-10T13:04:44.102,11911447.0
2024-07-10T13:06:33.606,11764512.0
2024-07-10T13:08:20.729,12123867.0
2024-07-10T13:10:07.495,11701459.0
2024-07-10T13:11:57.000,11700080.0
2024-07-10T13:13:46.504,11668122.0
2024-07-10T13:15:36.849,11620617.0
2024-07-10T13:17:25.513,11585821.0
2024-07-10T13:19:15.171,11571196.0
2024-07-10T13:21:04.521,11545194.0
2024-07-10T13:22:54.258,11567581.0
2024-07-10T13:24:43.530,11590909.0
