Peak time,Peak total count
2024-06-02 06:56:40.635,305899.77490234375
2024-06-02 07:02:28.123,3369643.3779296875
2024-06-02 07:06:49.339,2088969.5170898438
2024-06-02 07:19:26.587,1785350.5083007812
2024-06-02 07:22:20.604,2546789.4936523438
2024-06-02 07:26:41.629,3977924.1416015625
2024-06-02 07:33:57.244,5319061.1455078125
2024-06-02 07:39:46.333,4566793.59375
2024-06-02 07:44:08.222,3796775.9033203125
2024-06-02 07:51:24.704,3340330.9169921875
2024-06-02 07:54:19.295,4820784.676269531
2024-06-02 07:58:41.216,4151461.6196289062
2024-06-02 08:03:03.551,6559060.588378906
2024-06-02 08:07:26.206,5245116.1337890625
2024-06-02 08:10:21.343,5403294.263671875
2024-06-02 08:19:06.657,7273444.2451171875
2024-06-02 08:26:24.354,17052274.76904297
2024-06-02 08:30:46.977,11574498.08203125
2024-06-02 08:38:06.510,7057976.3779296875
