Peak time,Peak total count
2024-06-02 02:56:38.151,1216190.4658203125
2024-06-02 02:59:28.711,487038.3681640625
2024-06-02 03:02:17.959,290702.390625
2024-06-02 03:06:32.810,3379635.4921875
2024-06-02 03:16:28.588,4544206.184082031
2024-06-02 03:19:19.225,2131460.4228515625
2024-06-02 03:30:40.805,4640012.13671875
2024-06-02 03:37:46.889,2771851.34765625
2024-06-02 03:42:02.794,2217440.7060546875
2024-06-02 03:52:00.908,4537023.271484375
2024-06-02 04:01:59.204,6788071.096191406
2024-06-02 04:10:31.692,3998311.4716796875
2024-06-02 04:19:05.485,3461323.3134765625
2024-06-02 04:30:09.935,6283986.9052734375
2024-06-02 04:35:52.463,7212124.312011719
