Peak time,Peak total count
2024-07-10 13:42:07.116,6109454.260569756
2024-07-10 13:54:53.644,4414850.245749837
2024-07-10 14:02:11.661,2549646.4168358813
2024-07-10 14:13:08.687,4225608.763555635
2024-07-10 14:22:16.207,5914742.13441532
2024-07-10 14:31:23.727,3304803.8775013504
2024-07-10 14:35:02.735,2561971.2695829603
2024-07-10 14:38:41.744,2141381.0388307306
2024-07-10 14:45:59.762,1038779.770973755
2024-07-10 14:56:56.785,2538078.3702349546
2024-07-10 15:11:32.851,5624121.618108589
2024-07-10 15:14:01.189,4415604.698558879
2024-07-10 15:20:49.415,3830541.9573909445
