file,region_id,x0_pix,y0_pix,width_pix,height_pix,top_left_hpc_Tx,top_left_hpc_Ty,bottom_right_hpc_Tx,bottom_right_hpc_Ty,Centre_hpc_Tx,Centre_hpc_Ty,max_intensity,area_pix
aia.lev1_euv_12s.2024-11-13T145908Z.131.image_lev1.fits,1,1788,1390,854,510,-151,-83,360,-391,104,-237,1248.5857939769685,103967
aia.lev1_euv_12s.2024-11-13T145908Z.131.image_lev1.fits,2,3097,1401,805,880,635,143,1117,-386,876,-121,353.34234294693397,246468
aia.lev1_euv_12s.2024-11-13T145908Z.131.image_lev1.fits,3,3449,2282,289,495,847,440,1020,142,933,291,204.16481256522553,17192
aia.lev1_euv_12s.2024-11-13T145908Z.131.image_lev1.fits,4,399,2376,320,582,-984,553,-792,203,-888,378,167.96547399217152,21055
aia.lev1_euv_12s.2024-11-13T145908Z.131.image_lev1.fits,5,622,851,316,379,-852,-484,-663,-712,-758,-598,155.95903578449807,17236
aia.lev1_euv_12s.2024-11-13T145908Z.131.image_lev1.fits,6,395,1197,282,487,-988,-211,-819,-504,-904,-357,99.06694308834767,20879
