time,cdte_counts,cdte_count_er
2024-07-10 00:01:21.420728,0.6656741816924301,0.10525232968584192
2024-07-10 00:02:21.420728,0.7488834544039839,0.11163695408481147
2024-07-10 00:03:21.420728,1.1482879634194418,0.13823762606437004
2024-07-10 00:04:21.420728,0.33283709084621504,0.07442463605654098
2024-07-10 00:05:21.420728,0.4493300726423903,0.08647361279835938
2024-07-10 00:06:21.420728,0.19970225450772902,0.05764907519890625
2024-07-10 00:07:21.420728,0.26626967267697205,0.06656741816924301
2024-07-10 00:08:21.420728,0.19970225450772902,0.05764907519890625
2024-07-10 00:09:21.420728,0.5325393453539441,0.09414054558710465
2024-07-10 00:10:21.420728,1.0983623997925096,0.13519906542609794
2024-07-10 00:11:21.420728,1.6309017451464536,0.16474595477743312
2024-07-10 00:12:21.420728,2.196724799585019,0.19120035194575513
2024-07-10 00:13:21.420728,2.1800829450427086,0.1904747312941357
2024-07-10 00:14:21.420728,1.8638877087388042,0.17612083389545954
2024-07-10 00:15:21.420728,1.0817205452501988,0.13417092072980227
2024-07-10 00:16:21.420728,0.7821671634886053,0.11409080665219772
2024-07-10 00:17:21.420728,0.7988090180309161,0.1152981503978125
2024-07-10 00:18:21.420728,0.23298596359235052,0.06226811797785449
2024-07-10 00:19:21.420728,0.39940450901545804,0.08152810400455965
2024-07-10 00:20:21.420728,0.19970225450772902,0.05764907519890625
2024-07-10 00:21:21.420728,0.24962781813466128,0.0644536254923758
2024-07-10 00:22:21.420728,0.19970225450772902,0.05764907519890625
2024-07-10 00:23:21.420728,0.26626967267697205,0.06656741816924301
2024-07-10 00:24:21.420728,0.13313483633848602,0.047070272793552324
2024-07-10 00:25:21.420728,0.26626967267697205,0.06656741816924301
2024-07-10 00:26:21.420728,0.2995533817615935,0.07060540919032848
2024-07-10 00:27:21.420728,0.6157486180654979,0.10122844924464106
2024-07-10 00:28:21.420728,0.732241599861673,0.11038957466503291
2024-07-10 00:29:21.420728,0.9652275634540236,0.12674058825502935
2024-07-10 00:30:21.420728,0.6490323271501193,0.10392834830636793
2024-07-10 00:31:21.420728,0.28291152721928275,0.06861612408411227
2024-07-10 00:32:21.420728,0.09985112725386451,0.040764052002279824
2024-07-10 00:33:21.420728,0.049925563626932255,0.028824537599453123
2024-07-10 00:34:21.420728,0.23298596359235052,0.06226811797785449
2024-07-10 00:35:21.420728,0.16641854542310752,0.05262616484292096
2024-07-10 00:36:21.420728,0.08320927271155376,0.03721231802827049
2024-07-10 00:37:21.420728,0.24962781813466128,0.0644536254923758
2024-07-10 00:38:21.420728,0.14977669088079676,0.049925563626932255
2024-07-10 00:39:21.420728,0.09985112725386451,0.040764052002279824
2024-07-10 00:40:21.420728,0.09985112725386451,0.040764052002279824
2024-07-10 00:41:21.420728,0.06656741816924301,0.033283709084621506
2024-07-10 00:42:21.420728,0.14977669088079676,0.049925563626932255
2024-07-10 00:43:21.420728,0.18306039996541826,0.055194787332516454
2024-07-10 00:44:21.420728,0.09985112725386451,0.040764052002279824
2024-07-10 00:45:21.420728,0.11649298179617526,0.044030208473864886
2024-07-10 00:46:21.420728,0.08320927271155376,0.03721231802827049
2024-07-10 00:47:21.420728,0.19970225450772902,0.05764907519890625
2024-07-10 00:48:21.420728,0.09985112725386451,0.040764052002279824
2024-07-10 00:49:21.420728,0.08320927271155376,0.03721231802827049
2024-07-10 00:50:21.420728,0.06656741816924301,0.033283709084621506
2024-07-10 00:51:21.420728,0.13313483633848602,0.047070272793552324
2024-07-10 00:52:21.420728,0.23298596359235052,0.06226811797785449
2024-07-10 00:53:21.420728,0.033283709084621506,0.023535136396776162
2024-07-10 00:54:21.420728,0.13313483633848602,0.047070272793552324
2024-07-10 00:55:21.420728,0.049925563626932255,0.028824537599453123
2024-07-10 00:56:21.420728,0.049925563626932255,0.028824537599453123
2024-07-10 00:57:21.420728,0.13313483633848602,0.047070272793552324
2024-07-10 00:58:21.420728,0.13313483633848602,0.047070272793552324
2024-07-10 00:59:21.420728,0.09985112725386451,0.040764052002279824
2024-07-10 01:00:21.420728,0.16641854542310752,0.05262616484292096
2024-07-10 01:01:21.420728,0.16641854542310752,0.05262616484292096
2024-07-10 01:02:21.420728,0.033283709084621506,0.023535136396776162
2024-07-10 01:03:21.420728,0.21634410905003976,0.06000305987111471
2024-07-10 01:04:21.420728,0.2995533817615935,0.07060540919032848
2024-07-10 01:05:21.420728,0.8487345816578483,0.11884661313213296
2024-07-10 01:06:21.420728,0.9818694179963343,0.1278285102543181
2024-07-10 01:07:21.420728,2.063589963246533,0.18531584930415743
2024-07-10 01:08:21.420728,3.794342835646851,0.2512864929806093
2024-07-10 01:09:21.420728,1.5809761815195214,0.16220473374012778
2024-07-10 01:10:21.420728,0.4493300726423903,0.08647361279835938
2024-07-10 01:11:21.420728,0.34947894538852575,0.07626255814458369
2024-07-10 01:12:21.420728,0.16641854542310752,0.05262616484292096
2024-07-10 01:13:21.420728,0.11649298179617526,0.044030208473864886
2024-07-10 01:14:21.420728,0.09985112725386451,0.040764052002279824
2024-07-10 01:15:21.420728,0.033283709084621506,0.023535136396776162
2024-07-10 01:16:21.420728,0.033283709084621506,0.023535136396776162
2024-07-10 01:17:21.420728,0.06656741816924301,0.033283709084621506
2024-07-10 01:18:21.420728,0.13313483633848602,0.047070272793552324
2024-07-10 01:19:21.420728,0.08320927271155376,0.03721231802827049
2024-07-10 01:20:21.420728,0.11649298179617526,0.044030208473864886
2024-07-10 01:21:21.420728,0.049925563626932255,0.028824537599453123
2024-07-10 01:22:21.420728,0.08320927271155376,0.03721231802827049
