81.403,924032276.151668,30397.89920372788
165.585,925785145.7421888,30426.717617909428
250.128,925672347.9015048,30424.863960254614
334.673,926106660.6525818,30432.000591482643
743.153,928498642.5755056,30471.27568711228
827.729,931639860.9252888,30522.776086063994
912.307,926173825.3006428,30433.104097347677
996.883,921886088.6044104,30362.57709747313
1081.458,923150307.1071396,30383.38866881046
1166.356,921214334.1127924,30351.512878273465
1250.612,921251544.3095708,30352.125856354774
1335.185,921429119.069902,30355.050963554648
1419.729,921070107.5104184,30349.136841103074
1504.278,921524073.4144906,30356.614979275935
1588.818,919795997.2713896,30328.138699893865
1673.362,920946866.6120554,30347.106385947245
1757.907,920792342.1931574,30344.56033624478
1842.482,920042159.4294935,30332.196738779076
1927.282,919346284.332437,30320.72367210255
2012.828,920426299.4146366,30338.528293244548
2096.915,919784900.4216238,30327.955750429337
2181.714,919379558.3410798,30321.272367761878
2266.548,919066677.28268,30316.112498141974
2351.38,919602212.2407864,30324.94372624622
2436.179,919046122.3395076,30315.773485101778
2521.114,920335257.367444,30337.02782080011
2608.746,914140232.4698224,30234.75205785554
2692.949,916408827.6379443,30272.24515955168
2777.78,917953292.1332707,30297.744008424124
2862.613,919726466.5971024,30326.992366537106
2947.446,918783155.0187628,30311.436043183436
3032.281,915142135.5919902,30251.316252355038
3117.11,916929986.8825126,30280.851804399426
3201.942,915911177.2951088,30264.02446800491
3286.739,914363785.3978788,30238.44878627209
3371.541,915466878.0880305,30256.68319561812
3456.341,916501626.919842,30273.777861377
3541.14,915762970.7225904,30261.575801666375
3625.972,916256074.5619682,30269.722066778213
3711.607,914881713.0245472,30247.01163751553
3796.149,917430229.5446048,30289.11073306709
3881.237,919144769.2588184,30317.400432754785
3966.293,920034891.5319598,30332.076931855492
4051.35,920220666.0740408,30335.139129399093
4136.405,921719048.82505,30359.82621821146
4221.462,921967801.1728808,30363.922687953214
4306.582,922996414.088502,30380.856044555425
4391.638,921772443.5943768,30360.705574805077
4476.727,919542224.2449808,30323.954623366655
