Time,Total,CdTe1+2Er
2024-06-01 07:10:12.320920060,0.65,0.104083299973307
2024-06-01 07:10:24.201635060,0.716666666666667,0.1092906420717
2024-06-01 07:11:12.320920060,0.666666666666667,0.105409255338946
2024-06-01 07:11:24.201635060,0.716666666666667,0.1092906420717
2024-06-01 07:12:12.320920060,0.383333333333333,0.0799305253885453
2024-06-01 07:12:24.201635060,0.3,0.0707106781186548
2024-06-01 07:13:12.320920060,0.316666666666667,0.0726483157256779
2024-06-01 07:13:24.201635060,0.35,0.0763762615825973
2024-06-01 07:14:12.320920060,0.366666666666667,0.0781735959970572
2024-06-01 07:14:24.201635060,0.316666666666667,0.0726483157256779
2024-06-01 07:15:12.320920060,0.25,0.0645497224367903
2024-06-01 07:15:24.201635060,0.283333333333333,0.0687184270936277
2024-06-01 07:16:12.320920060,0.55,0.0957427107756338
2024-06-01 07:16:24.201635060,0.5,0.0912870929175277
2024-06-01 07:17:12.320920060,0.25,0.0645497224367903
2024-06-01 07:17:24.201635060,0.266666666666667,0.0666666666666667
2024-06-01 07:18:12.320920060,0.366666666666667,0.0781735959970572
2024-06-01 07:18:24.201635060,0.35,0.0763762615825973
2024-06-01 07:19:12.320920060,0.183333333333333,0.0552770798392567
2024-06-01 07:19:24.201635060,0.2,0.0577350269189626
2024-06-01 07:20:12.320920060,0.2,0.0577350269189626
2024-06-01 07:20:24.201635060,0.216666666666667,0.0600925212577332
2024-06-01 07:21:12.320920060,0.183333333333333,0.0552770798392567
2024-06-01 07:21:24.201635060,0.233333333333333,0.0623609564462324
2024-06-01 07:22:12.320920060,0.45,0.0866025403784439
2024-06-01 07:22:24.201635060,0.35,0.0763762615825973
2024-06-01 07:23:12.320920060,0.183333333333333,0.0552770798392567
2024-06-01 07:23:24.201635060,0.216666666666667,0.0600925212577332
2024-06-01 07:24:12.320920060,0.25,0.0645497224367903
2024-06-01 07:24:24.201635060,0.25,0.0645497224367903
2024-06-01 07:25:12.320920060,0.15,0.05
2024-06-01 07:25:24.201635060,0.216666666666667,0.0600925212577332
2024-06-01 07:26:12.320920060,0.266666666666667,0.0666666666666667
2024-06-01 07:26:24.201635060,0.2,0.0577350269189626
2024-06-01 07:27:12.320920060,0.233333333333333,0.0623609564462324
2024-06-01 07:27:24.201635060,0.2,0.0577350269189626
2024-06-01 07:28:12.320920060,0.1,0.0408248290463863
2024-06-01 07:28:24.201635060,0.15,0.05
2024-06-01 07:29:12.320920060,0.3,0.0707106781186548
2024-06-01 07:29:24.201635060,0.266666666666667,0.0666666666666667
2024-06-01 07:30:12.320920060,0.1,0.0408248290463863
2024-06-01 07:30:24.201635060,0.116666666666667,0.0440958551844098
2024-06-01 07:31:12.320920060,0.15,0.05
2024-06-01 07:31:24.201635060,0.116666666666667,0.0440958551844098
2024-06-01 07:32:12.320920060,0.2,0.0577350269189626
2024-06-01 07:32:24.201635060,0.2,0.0577350269189626
2024-06-01 07:33:12.320920060,0.133333333333333,0.0471404520791032
2024-06-01 07:33:24.201635060,0.116666666666667,0.0440958551844098
2024-06-01 07:34:12.320920060,0.2,0.0577350269189626
2024-06-01 07:34:24.201635060,0.25,0.0645497224367903
2024-06-01 07:35:12.320920060,0.233333333333333,0.0623609564462324
2024-06-01 07:35:24.201635060,0.2,0.0577350269189626
2024-06-01 07:36:12.320920060,0.283333333333333,0.0687184270936277
2024-06-01 07:36:24.201635060,0.3,0.0707106781186548
2024-06-01 07:37:12.320920060,0.433333333333333,0.0849836585598797
2024-06-01 07:37:24.201635060,0.433333333333333,0.0849836585598798
2024-06-01 07:38:12.320920060,0.2,0.0577350269189626
2024-06-01 07:38:24.201635060,0.25,0.0645497224367903
2024-06-01 07:39:12.320920060,0.233333333333333,0.0623609564462324
2024-06-01 07:39:24.201635060,0.183333333333333,0.0552770798392567
2024-06-01 07:40:12.320920060,0.216666666666667,0.0600925212577332
2024-06-01 07:40:24.201635060,0.216666666666667,0.0600925212577332
2024-06-01 07:41:12.320920060,0.15,0.05
2024-06-01 07:41:24.201635060,0.15,0.05
2024-06-01 07:42:12.320920060,0.216666666666667,0.0600925212577332
2024-06-01 07:42:24.201635060,0.183333333333333,0.0552770798392567
2024-06-01 07:43:12.320920060,0.35,0.0763762615825973
2024-06-01 07:43:24.201635060,0.483333333333333,0.0897527467855751
2024-06-01 07:44:12.320920060,0.45,0.0866025403784439
2024-06-01 07:44:24.201635060,0.45,0.0866025403784439
2024-06-01 07:45:12.320920060,0.583333333333333,0.0986013297183269
2024-06-01 07:45:24.201635060,0.566666666666667,0.097182531580755
2024-06-01 07:46:12.320920060,0.433333333333333,0.0849836585598797
2024-06-01 07:46:24.201635060,0.5,0.0912870929175277
2024-06-01 07:47:12.320920060,0.683333333333333,0.106718737290547
2024-06-01 07:47:24.201635060,0.55,0.0957427107756338
2024-06-01 07:48:12.320920060,0.55,0.0957427107756338
2024-06-01 07:48:24.201635060,0.533333333333333,0.0942809041582064
2024-06-01 07:49:12.320920060,0.5,0.0912870929175277
2024-06-01 07:49:24.201635060,0.55,0.0957427107756338
2024-06-01 07:50:12.320920060,0.65,0.104083299973307
2024-06-01 07:50:24.201635060,0.716666666666667,0.1092906420717
2024-06-01 07:51:12.320920060,0.933333333333333,0.124721912892465
2024-06-01 07:51:24.201635060,0.883333333333333,0.121335164821342
2024-06-01 07:52:12.320920060,0.9,0.122474487139159
2024-06-01 07:52:24.201635060,1.03333333333333,0.131233464566864
2024-06-01 07:53:12.320920060,1.25,0.144337567297406
2024-06-01 07:53:24.201635060,1.41666666666667,0.153659074288215
2024-06-01 07:54:12.320920060,2.26666666666667,0.19436506316151
2024-06-01 07:54:24.201635060,2.28333333333333,0.195078331845327
2024-06-01 07:55:12.320920060,2.68333333333333,0.211476292340825
2024-06-01 07:55:24.201635060,2.91666666666667,0.220479275922049
2024-06-01 07:56:12.320920060,2.51666666666667,0.204803428790742
2024-06-01 07:56:24.201635060,2.13333333333333,0.188561808316413
2024-06-01 07:57:12.320920060,1.86666666666667,0.176383420737639
2024-06-01 07:57:24.201635060,1.9,0.177951304200522
2024-06-01 07:58:12.320920060,1.26666666666667,0.145296631451356
2024-06-01 07:58:24.201635060,1.15,0.138443731048635
2024-06-01 07:59:12.320920060,0.85,0.119023807142381
2024-06-01 07:59:24.201635060,0.933333333333333,0.124721912892465
2024-06-01 08:00:12.320920060,0.733333333333333,0.110554159678513
2024-06-01 08:00:24.201635060,0.666666666666667,0.105409255338946
2024-06-01 08:01:12.320920060,0.966666666666667,0.126929551764398
2024-06-01 08:01:24.201635060,1.1,0.135400640077266
2024-06-01 08:02:12.320920060,1.25,0.144337567297406
2024-06-01 08:02:24.201635060,1.06666666666667,0.133333333333333
2024-06-01 08:03:12.320920060,0.716666666666667,0.1092906420717
2024-06-01 08:03:24.201635060,0.8,0.115470053837925
2024-06-01 08:04:12.320920060,0.8,0.115470053837925
2024-06-01 08:04:24.201635060,0.733333333333333,0.110554159678513
2024-06-01 08:05:12.320920060,0.95,0.125830573921179
2024-06-01 08:05:24.201635060,1,0.129099444873581
2024-06-01 08:06:12.320920060,0.733333333333333,0.110554159678513
2024-06-01 08:06:24.201635060,0.7,0.108012344973464
2024-06-01 08:07:12.320920060,0.666666666666667,0.105409255338946
2024-06-01 08:07:24.201635060,0.633333333333333,0.102740233382816
2024-06-01 08:08:12.320920060,1.05,0.13228756555323
2024-06-01 08:08:24.201635060,1.08333333333333,0.134370962471643
2024-06-01 08:09:12.320920060,1.18333333333333,0.140435829552939
2024-06-01 08:09:24.201635060,1.3,0.147196014438797
2024-06-01 08:10:12.320920060,1.23333333333333,0.143372087784044
2024-06-01 08:10:24.201635060,1.28333333333333,0.146249406456535
2024-06-01 08:11:12.320920060,1.38333333333333,0.151840559652405
2024-06-01 08:11:24.201635060,1.3,0.147196014438797
2024-06-01 08:12:12.320920060,1.21666666666667,0.142400062421959
2024-06-01 08:12:24.201635060,1.08333333333333,0.134370962471642
2024-06-01 08:13:12.320920060,0.716666666666667,0.1092906420717
2024-06-01 08:13:24.201635060,0.65,0.104083299973307
2024-06-01 08:14:12.320920060,0.533333333333333,0.0942809041582063
2024-06-01 08:14:24.201635060,0.516666666666667,0.0927960727138337
2024-06-01 08:15:12.320920060,0.4,0.0816496580927726
2024-06-01 08:15:24.201635060,0.416666666666667,0.0833333333333333
2024-06-01 08:16:12.320920060,0.416666666666667,0.0833333333333333
2024-06-01 08:16:24.201635060,0.433333333333333,0.0849836585598798
2024-06-01 08:17:12.320920060,0.35,0.0763762615825973
2024-06-01 08:17:24.201635060,0.333333333333333,0.074535599249993
2024-06-01 08:18:12.320920060,0.433333333333333,0.0849836585598798
2024-06-01 08:18:24.201635060,0.383333333333333,0.0799305253885453
2024-06-01 08:19:12.320920060,0.183333333333333,0.0552770798392567
2024-06-01 08:19:24.201635060,0.266666666666667,0.0666666666666667
2024-06-01 08:20:12.320920060,0.383333333333333,0.0799305253885453
2024-06-01 08:20:24.201635060,0.283333333333333,0.0687184270936277
2024-06-01 08:21:12.320920060,0.233333333333333,0.0623609564462324
2024-06-01 08:21:24.201635060,0.316666666666667,0.0726483157256779
2024-06-01 08:22:12.320920060,0.35,0.0763762615825973
2024-06-01 08:22:24.201635060,0.316666666666667,0.0726483157256779
2024-06-01 08:23:12.320920060,0.35,0.0763762615825973
2024-06-01 08:23:24.201635060,0.35,0.0763762615825973
2024-06-01 08:24:12.320920060,0.483333333333333,0.0897527467855751
2024-06-01 08:24:24.201635060,0.483333333333333,0.0897527467855751
2024-06-01 08:25:12.320920060,0.25,0.0645497224367903
2024-06-01 08:25:24.201635060,0.316666666666667,0.0726483157256779
2024-06-01 08:26:12.320920060,0.433333333333333,0.0849836585598798
2024-06-01 08:26:24.201635060,0.433333333333333,0.0849836585598797
2024-06-01 08:27:12.320920060,1.13333333333333,0.137436854187255
2024-06-01 08:27:24.201635060,1.21666666666667,0.142400062421959
2024-06-01 08:28:12.320920060,1.2,0.14142135623731
