0.074341	0.121986
0.121986	0.169631
0.169631	0.217276
0.217276	0.264921
0.264921	0.312566
0.312566	0.360211
0.360211	0.407856
0.407856	0.455501
0.455501	0.503147
0.503147	0.550792
0.550792	0.598437
0.598437	0.646082
0.646082	0.693727
0.693727	0.741372
0.741372	0.789017
0.789017	0.836662
0.836662	0.884307
0.884307	0.931952
0.931952	0.979597
0.979597	1.027242
1.027242	1.074887
1.074887	1.122532
1.122532	1.170177
1.170177	1.217822
1.217822	1.265467
1.265467	1.313113
1.313113	1.360758
1.360758	1.408403
1.408403	1.456048
1.456048	1.503693
1.503693	1.551338
1.551338	1.598983
1.598983	1.646628
1.646628	1.694273
1.694273	1.741918
1.741918	1.789563
1.789563	1.837208
1.837208	1.884853
1.884853	1.932498
1.932498	1.980143
1.980143	2.027788
2.027788	2.075434
2.075434	2.123079
2.123079	2.170724
2.170724	2.218369
2.218369	2.266014
2.266014	2.313659
2.313659	2.361304
2.361304	2.408949
2.408949	2.456594
2.456594	2.504239
2.504239	2.551884
2.551884	2.599529
2.599529	2.647174
2.647174	2.694819
2.694819	2.742464
2.742464	2.790109
2.790109	2.837754
2.837754	2.885400
2.885400	2.933045
2.933045	2.980690
2.980690	3.028335
3.028335	3.075980
3.075980	3.123625
3.123625	3.171270
3.171270	3.218915
3.218915	3.266560
3.266560	3.314205
3.314205	3.361850
3.361850	3.409495
3.409495	3.457140
3.457140	3.504785
3.504785	3.552430
3.552430	3.600075
3.600075	3.647721
3.647721	3.695366
3.695366	3.743011
3.743011	3.790656
3.790656	3.838301
3.838301	3.885946
3.885946	3.933591
3.933591	3.981236
3.981236	4.028881
4.028881	4.076526
4.076526	4.124171
4.124171	4.171816
4.171816	4.219461
4.219461	4.267106
4.267106	4.314751
4.314751	4.362396
4.362396	4.410041
4.410041	4.457687
4.457687	4.505332
4.505332	4.552977
4.552977	4.600622
4.600622	4.648267
4.648267	4.695912
4.695912	4.743557
4.743557	4.791202
4.791202	4.838847
4.838847	4.886492
4.886492	4.934137
4.934137	4.981782
4.981782	5.029427
5.029427	5.077072
5.077072	5.124717
5.124717	5.172362
5.172362	5.220007
5.220007	5.267653
5.267653	5.315298
5.315298	5.362943
5.362943	5.410588
5.410588	5.458233
5.458233	5.505878
5.505878	5.553523
5.553523	5.601168
5.601168	5.648813
5.648813	5.696458
5.696458	5.744103
5.744103	5.791748
5.791748	5.839393
5.839393	5.887038
5.887038	5.934683
5.934683	5.982328
5.982328	6.029974
6.029974	6.077619
6.077619	6.125264
6.125264	6.172909
6.172909	6.220554
6.220554	6.268199
6.268199	6.315844
6.315844	6.363489
6.363489	6.411134
6.411134	6.458779
6.458779	6.506424
6.506424	6.554069
6.554069	6.601714
6.601714	6.649359
6.649359	6.697004
6.697004	6.744649
6.744649	6.792294
6.792294	6.839940
6.839940	6.887585
6.887585	6.935230
6.935230	6.982875
6.982875	7.030520
7.030520	7.078165
7.078165	7.125810
7.125810	7.173455
7.173455	7.221100
7.221100	7.268745
7.268745	7.316390
7.316390	7.364035
7.364035	7.411680
7.411680	7.459325
7.459325	7.506970
7.506970	7.554615
7.554615	7.602260
7.602260	7.649906
7.649906	7.697551
7.697551	7.745196
7.745196	7.792841
7.792841	7.840486
7.840486	7.888131
7.888131	7.935776
7.935776	7.983421
7.983421	8.031066
8.031066	8.078711
8.078711	8.174001
8.174001	8.269291
8.269291	8.364581
8.364581	8.459872
8.459872	8.555162
8.555162	8.650452
8.650452	8.745742
8.745742	8.841032
8.841032	8.936322
8.936322	9.031612
9.031612	9.126902
9.126902	9.222193
9.222193	9.317483
9.317483	9.412773
9.412773	9.508063
9.508063	9.603353
9.603353	9.698643
9.698643	9.793933
9.793933	9.889223
9.889223	9.984513
9.984513	10.079804
10.079804	10.175094
10.175094	10.270384
10.270384	10.365674
10.365674	10.460964
10.460964	10.556254
10.556254	10.651544
10.651544	10.746834
10.746834	10.842125
10.842125	10.937415
10.937415	11.032705
11.032705	11.127995
11.127995	11.223285
11.223285	11.318575
11.318575	11.413865
11.413865	11.509155
11.509155	11.604446
11.604446	11.699736
11.699736	11.795026
11.795026	11.890316
11.890316	11.985606
11.985606	12.080896
12.080896	12.176186
12.176186	12.271476
12.271476	12.366766
12.366766	12.462057
12.462057	12.557347
12.557347	12.652637
12.652637	12.747927
12.747927	12.843217
12.843217	12.938507
12.938507	13.033797
13.033797	13.129087
13.129087	13.224378
13.224378	13.319668
13.319668	13.414958
13.414958	13.510248
13.510248	13.605538
13.605538	13.700828
13.700828	13.796118
13.796118	13.891408
13.891408	13.986699
13.986699	14.081989
14.081989	14.177279
14.177279	14.272569
14.272569	14.367859
14.367859	14.463149
14.463149	14.558439
14.558439	14.653729
14.653729	14.749019
14.749019	14.844310
14.844310	14.939600
14.939600	15.034890
15.034890	15.130180
15.130180	15.225470
15.225470	15.320760
15.320760	15.416050
15.416050	15.511340
15.511340	15.606631
15.606631	15.701921
15.701921	15.797211
15.797211	15.892501
15.892501	15.987791
15.987791	16.083081
16.083081	16.178371
16.178371	16.273661
16.273661	16.368952
16.368952	16.464242
16.464242	16.559532
16.559532	16.654822
16.654822	16.750112
16.750112	16.845402
16.845402	16.940692
16.940692	17.035982
17.035982	17.131272
17.131272	17.226563
