17.226563	17.321853
17.321853	17.417143
17.417143	17.512433
17.512433	17.607723
17.607723	17.703013
17.703013	17.798303
17.798303	17.893593
17.893593	17.988884
17.988884	18.084174
18.084174	18.179464
18.179464	18.274754
18.274754	18.370044
18.370044	18.465334
18.465334	18.560624
18.560624	18.655914
18.655914	18.751205
18.751205	18.846495
18.846495	18.941785
18.941785	19.037075
19.037075	19.132365
19.132365	19.227655
19.227655	19.322945
19.322945	19.418235
19.418235	19.513525
19.513525	19.608816
19.608816	19.704106
19.704106	19.799396
19.799396	19.894686
19.894686	19.989976
19.989976	20.085266
20.085266	20.180556
20.180556	20.275846
20.275846	20.371137
20.371137	20.466427
20.466427	20.561717
20.561717	20.657007
20.657007	20.752297
20.752297	20.847587
20.847587	20.942877
20.942877	21.038167
21.038167	21.133458
21.133458	21.228748
21.228748	21.324038
21.324038	21.419328
21.419328	21.514618
21.514618	21.609908
21.609908	21.705198
21.705198	21.800488
21.800488	21.895778
21.895778	21.991069
21.991069	22.086359
22.086359	22.181649
22.181649	22.276939
22.276939	22.372229
22.372229	22.467519
22.467519	22.562809
22.562809	22.658099
22.658099	22.753390
22.753390	22.848680
22.848680	22.943970
22.943970	23.039260
23.039260	23.134550
23.134550	23.229840
23.229840	23.325130
23.325130	23.420420
23.420420	23.515711
23.515711	23.611001
23.611001	23.706291
23.706291	23.801581
23.801581	23.896871
23.896871	23.992161
23.992161	24.087451
24.087451	24.182741
24.182741	24.278031
24.278031	24.373322
24.373322	24.468612
