Time,AR_total,AR_count_Er,AR_area
2024-06-02T06:31:23.993,232886468.3096602,10790.886625056817,82570
2024-06-02T06:32:50.776,232829361.83603323,10789.563518419853,82570
2024-06-02T06:34:17.562,233151566.52622464,10797.026593609573,82570
2024-06-02T06:35:44.345,233433442.07692528,10803.551316047082,82570
2024-06-02T06:37:11.127,232506277.19208857,10782.0748743479,82570
2024-06-02T06:38:37.911,233045021.5056023,10794.5593125797,82570
2024-06-02T06:40:04.696,233450740.19181877,10803.95159633314,82570
2024-06-02T06:41:31.479,233147068.0295693,10796.922432563117,82570
2024-06-02T06:42:58.263,233032934.4177546,10794.279374227688,82570
2024-06-02T06:44:25.486,233440434.02853185,10803.713112364007,82570
2024-06-02T06:45:51.832,232958672.24080843,10792.559294273266,82570
2024-06-02T06:47:18.616,233093479.31998575,10795.681528277539,82570
2024-06-02T06:48:45.400,232918477.25716233,10791.628173198942,82570
2024-06-02T06:50:12.185,232910981.50182152,10791.45452434058,82570
2024-06-02T06:51:38.969,232840411.6362943,10789.819545207749,82570
2024-06-02T06:53:05.753,232650870.7701152,10785.426991318313,82570
2024-06-02T06:54:32.538,232085442.27768874,10772.312710780558,82570
2024-06-02T06:55:59.321,232166932.4153512,10774.20373891619,82570
2024-06-02T06:57:26.105,232575451.27221063,10783.678668993494,82570
2024-06-02T06:58:52.891,232138091.45138922,10773.534504780435,82570
2024-06-02T07:00:19.674,232214129.89222974,10775.298833262808,82570
2024-06-02T07:01:46.713,232165586.56828707,10774.172510413204,82570
2024-06-02T07:03:13.786,232025582.96604186,10770.923427590642,82570
2024-06-02T07:04:40.859,232926689.34913698,10791.818413713627,82570
2024-06-02T07:06:07.930,232636617.08661512,10785.096594064771,82570
2024-06-02T07:07:35.286,232526084.5053377,10782.534129446049,82570
2024-06-02T07:09:02.751,233148707.45797426,10796.960393045218,82570
2024-06-02T07:10:29.146,232972753.90769622,10792.885478584869,82570
2024-06-02T07:11:56.187,233051288.40993455,10794.70445195084,82570
2024-06-02T07:13:23.228,232835637.45946264,10789.70892701612,82570
2024-06-02T07:20:12.188,235293192.30065352,10846.501562731035,82570
2024-06-02T07:21:39.196,234542102.14795756,10829.175918507317,82570
2024-06-02T07:23:06.205,233934682.88775593,10815.144078738756,82570
2024-06-02T07:24:33.212,233984795.26659736,10816.30240115811,82570
2024-06-02T07:26:00.221,233827185.23752448,10812.658906058316,82570
2024-06-02T07:27:27.230,233786743.79287255,10811.72381706249,82570
2024-06-02T07:28:54.238,233630051.53779063,10808.10000735075,82570
2024-06-02T07:30:21.245,233701668.0992177,10809.756428782699,82570
2024-06-02T07:31:48.475,233241518.1365127,10799.109179384026,82570
2024-06-02T07:34:43.276,233925676.42044973,10814.935885627101,82570
2024-06-02T07:36:10.268,233760847.7375338,10811.125004770174,82570
2024-06-02T07:37:37.568,233719418.87618464,10810.166947743794,82570
2024-06-02T07:39:04.827,233677993.92234632,10809.20889617613,82570
2024-06-02T07:40:32.926,233898240.65488762,10814.30165694687,82570
2024-06-02T07:41:59.389,233229329.6476941,10798.827011478934,82570
2024-06-02T07:43:26.716,233171301.0965941,10797.48352850316,82570
