Time,AR_total,AR_count_Er,AR_area
2024-06-02T07:44:54.122,233006408.14011246,10793.664997120126,82570
2024-06-02T07:46:21.309,232776737.17050448,10788.34410765861,82570
2024-06-02T07:47:48.606,233192003.9637004,10797.962862588953,82570
2024-06-02T07:49:15.901,232872490.4377022,10790.562785084527,82570
2024-06-02T07:50:43.198,232770814.925597,10788.206869670164,82570
2024-06-02T07:52:10.494,232716187.6222984,10786.940892169068,82570
2024-06-02T07:53:37.790,232381619.4446745,10779.184093535894,82570
2024-06-02T07:55:05.868,232893258.7353296,10791.04394243971,82570
2024-06-02T07:56:32.383,233036255.26530203,10794.356286164128,82570
2024-06-02T07:57:59.710,233296616.75204957,10800.384640188735,82570
2024-06-02T07:59:27.639,232931758.15093738,10791.935835403612,82570
2024-06-02T08:00:54.399,233117729.77428812,10796.243091332468,82570
2024-06-02T08:02:21.951,233146788.25187948,10796.915954379738,82570
2024-06-02T08:03:49.503,233004383.4824487,10793.618102435546,82570
2024-06-02T08:05:17.553,232941972.93448055,10792.172462819533,82570
2024-06-02T08:06:44.607,232722917.10359967,10787.096854659267,82570
2024-06-02T08:08:12.159,232894107.07405847,10791.063596190565,82570
2024-06-02T08:09:39.744,233114350.97475192,10796.164850879963,82570
2024-06-02T08:11:07.296,232880504.30024895,10790.748451804651,82570
2024-06-02T08:12:34.847,232692417.21747738,10786.389971104265,82570
2024-06-02T08:14:02.400,232910904.79068893,10791.452747213623,82570
2024-06-02T08:15:29.953,233011844.7213039,10793.79091703429,82570
2024-06-02T08:16:57.505,233335016.08930144,10801.27344550867,82570
2024-06-02T08:18:25.572,232606859.65838164,10784.406790787838,82570
2024-06-02T08:19:52.609,232868522.64748237,10790.470857369533,82570
2024-06-02T08:21:20.162,232704282.7168893,10786.664978502142,82570
2024-06-02T08:22:47.711,232738241.29051828,10787.451999673469,82570
2024-06-02T08:24:15.232,232758685.8715242,10787.925793949555,82570
2024-06-02T08:25:42.752,233322801.7853828,10800.990736626496,82570
2024-06-02T08:27:10.303,233137191.85837796,10796.693749902744,82570
2024-06-02T08:28:37.857,233577774.92313826,10806.890739781222,82570
2024-06-02T08:30:05.377,234042649.6687023,10817.639522296495,82570
2024-06-02T08:31:33.119,233656966.86124253,10808.722562385496,82570
2024-06-02T08:33:00.928,233701034.16979623,10809.741767724987,82570
2024-06-02T08:34:28.737,233243606.99301338,10799.157536424158,82570
2024-06-02T08:35:56.581,233137874.26090574,10796.709551083277,82570
2024-06-02T08:37:24.385,233138581.38761988,10796.725924733384,82570
2024-06-02T08:38:52.193,233030384.29495245,10794.22031216133,82570
2024-06-02T08:40:20.125,233229501.82726896,10798.830997549432,82570
2024-06-02T08:41:47.810,233001935.1577602,10793.56139459447,82570
2024-06-02T08:43:15.618,233017157.39146572,10793.91396555174,82570
2024-06-02T08:44:43.426,232737892.63392758,10787.443919528101,82570
2024-06-02T08:46:11.233,232868311.52653196,10790.465965993591,82570
2024-06-02T08:47:39.424,233924062.1372345,10814.89856950204,82570
2024-06-02T08:59:53.764,238166135.5861287,10912.518856481502,82570
2024-06-02T09:01:21.731,236542457.261876,10875.25763515228,82570
2024-06-02T09:02:49.796,236401733.35438535,10872.02219815581,82570
2024-06-02T09:04:17.860,235015106.1881951,10840.090086991784,82570
2024-06-02T09:05:45.924,234927334.99881443,10838.065671484337,82570
2024-06-02T09:07:13.988,234571804.18391302,10829.861591541994,82570
2024-06-02T09:08:42.524,234328145.4465002,10824.235433657665,82570
2024-06-02T09:10:10.117,234076076.02680647,10818.411991295361,82570
2024-06-02T09:11:38.181,233473302.14405012,10804.473660110662,82570
2024-06-02T09:13:06.211,233572878.60873836,10806.777470845283,82570
2024-06-02T09:14:34.276,233312134.53584588,10800.743829381518,82570
2024-06-02T09:16:02.308,234075980.54745433,10818.409784886462,82570
2024-06-02T09:17:30.340,233756263.462694,10811.01899597568,82570
2024-06-02T09:18:58.372,233419170.3292613,10803.22105506643,82570
