Time,xrsa,xrsb,xrsa_quality,xrsb_quality,xrsa_primary_chan,xrsb_primary_chan
2024-06-02 06:50:00.581480,9.3788e-08,2.5694758e-06,0,0,1,1
2024-06-02 06:50:01.581486,8.947308e-08,2.5694758e-06,0,0,1,1
2024-06-02 06:50:02.581485,8.300071e-08,2.5681893e-06,0,0,1,1
2024-06-02 06:50:03.581489,9.702419e-08,2.5617578e-06,0,0,1,1
2024-06-02 06:50:04.581490,8.730003e-08,2.5572433e-06,0,0,1,1
2024-06-02 06:50:05.581494,8.947308e-08,2.56626e-06,0,0,1,1
2024-06-02 06:50:06.581495,8.839436e-08,2.5469656e-06,0,0,1,1
2024-06-02 06:50:07.581498,9.3788e-08,2.5688325e-06,0,0,1,1
2024-06-02 06:50:08.581503,8.730003e-08,2.5533843e-06,0,0,1,1
2024-06-02 06:50:09.581505,9.0551815e-08,2.5591853e-06,0,0,1,1
2024-06-02 06:50:10.581510,9.5929856e-08,2.5482393e-06,0,0,1,1
2024-06-02 06:50:11.581514,8.407944e-08,2.562401e-06,0,0,1,1
2024-06-02 06:50:12.581515,9.270927e-08,2.55404e-06,0,0,1,1
2024-06-02 06:50:13.581515,9.919725e-08,2.5527665e-06,0,0,1,1
2024-06-02 06:50:14.581521,9.3788e-08,2.5244553e-06,0,0,1,1
2024-06-02 06:50:15.581520,9.700859e-08,2.5488823e-06,0,0,1,1
2024-06-02 06:50:16.581524,8.300071e-08,2.5630443e-06,0,0,1,1
2024-06-02 06:50:17.581526,9.270927e-08,2.5598285e-06,0,0,1,1
2024-06-02 06:50:18.581529,8.084325e-08,2.549538e-06,0,0,1,1
2024-06-02 06:50:19.581535,8.407944e-08,2.553397e-06,0,0,1,1
2024-06-02 06:50:20.581536,8.839436e-08,2.5456793e-06,0,0,1,1
2024-06-02 06:50:21.581541,8.5142574e-08,2.525729e-06,0,0,1,1
2024-06-02 06:50:22.581541,9.700859e-08,2.5353763e-06,0,0,1,1
2024-06-02 06:50:23.581545,8.515817e-08,2.5553265e-06,0,0,1,1
2024-06-02 06:50:24.581543,8.515817e-08,2.5482518e-06,0,0,1,1
2024-06-02 06:50:25.581550,8.948869e-08,2.5450488e-06,0,0,1,1
2024-06-02 06:50:26.581554,8.947308e-08,2.562401e-06,0,0,1,1
2024-06-02 06:50:27.581555,8.30163e-08,2.5360448e-06,0,0,1,1
2024-06-02 06:50:28.581559,9.2693675e-08,2.5443803e-06,0,0,1,1
2024-06-02 06:50:29.581560,7.759147e-08,2.5315173e-06,0,0,1,1
