time,reg1,reg2,reg3,reg4,reg5,reg6
2024-07-10 03:59:53.900000,1397973.583922183,553887.6674385795,567238.6974990731,3433061.043723425,1950854.6074658427,2482387.950377942,2812043.7515742667,1490382.8022921777,16471075.232409686
2024-07-10 04:01:23.900000,1391436.9918182632,560452.9713436984,566960.7350122083,3428925.477700901,1947416.8126019863,2484525.2494267533,2814663.176476978,1487929.8595834419,16471801.0413674
2024-07-10 04:02:53.900000,1391156.138266174,560437.9597743287,563785.3145084532,3431657.8272499517,1950149.9469745867,2476304.7879219204,2825128.334118931,1491501.3808998326,16482253.510043316
2024-07-10 04:04:23.900000,1394842.3220063346,558850.3627017569,564153.4736758773,3429618.159155881,1948870.0185027584,2474688.4671256226,2827901.775391694,1486752.5627699394,16483049.620182574
2024-07-10 04:06:38.900000,1391112.420921586,561178.8100342029,565619.9946048206,3436794.872849784,1944236.2881043428,2472113.336942041,2823743.530641724,1479489.0188856814,16487584.712917514
2024-07-10 04:08:08.900000,1398368.0266665022,561719.1067470704,568325.1637239135,3443100.8204074474,1947866.1080175552,2473877.3329889933,2827459.282390545,1483161.8664386186,16508618.630319117
2024-07-10 04:09:38.900000,1399680.1099231401,565743.083943266,562416.5352059891,3443798.681200424,1941879.7779623533,2481241.419889697,2844888.2922874456,1488943.87614118,16513904.721628834
2024-07-10 04:11:08.900000,1404233.414923411,567905.3300121389,565340.6863317296,3445629.751874741,1945878.1647112772,2477932.3423081758,2839563.408444282,1489447.9256927874,16509001.032390473
2024-07-10 04:12:38.900000,1399983.8619722256,565841.1921353689,566994.4030728644,3453685.887942153,1945153.363773737,2468113.0893512056,2842488.801618447,1485977.6325680546,16507192.700060323
2024-07-10 04:14:08.900000,1401129.6444489406,565475.2283795878,569015.6972423447,3454311.1302606384,1945133.7382230184,2471113.078583433,2857350.6628042813,1490449.5392967856,16537736.597318444
2024-07-10 04:15:38.900000,1398230.204999594,565928.5502906828,572870.1659341343,3445554.487764349,1948846.7984663104,2469126.558414638,2858990.4146757787,1485902.1075431756,16522648.97137491
2024-07-10 04:17:08.900000,1399964.4469608618,563120.0867888733,575233.4927489313,3449500.8775286595,1956296.664676849,2464725.757085743,2852191.299548462,1487630.2166050908,16530222.583418537
2024-07-10 04:18:38.900000,1396773.2403174173,562036.2153873756,572923.4500596329,3458024.1219574506,1946857.931518565,2459693.494220485,2864678.3014319506,1493311.5912700195,16527389.109411307
2024-07-10 04:20:08.900000,1399864.9180618396,567112.8343854767,572184.4957601989,3453928.233872502,1950611.6699838706,2461466.4387502233,2865727.8533868645,1490293.8783451053,16545393.306610659
2024-07-10 04:21:38.900000,1401751.9588826997,568086.5271448115,572185.7746266301,3460012.927211984,1960961.675856365,2460840.9171805447,2865645.7837630855,1488721.084056737,16560172.608853895
2024-07-10 04:23:08.900000,1408335.2101347544,566255.1801171382,570883.3996088859,3464130.1121501243,1960942.1106245578,2458559.84213587,2866718.3840695573,1489980.6068438743,16569610.217414178
